"match_id" "RallyCount" "P1Dist" "P2Dist" "Point" "Speed" "Speed1" "Speed2" "FirstServe1" "SecondServe1" "DoubleFault1" "FirstServe2" "SecondServe2" "DoubleFault2" "Time" "matchnum" "Slam" "Gender" "player1" "player2" "split_time" "total_minutes" "played_minutes" "rally_min" "P1dist_min" "P2dist_min" "Dist" "Dist_min" "FirstServe" "SecondServe" "DoubleFault" "year" "surface" "PercFirstServe1" "PercSecondServe1" "PercDoubleFault1" "PercFirstServe2" "PercSecondServe2" "PercDoubleFault2" "PercFirstServe" "PercSecondServe" "PercDoubleFault"
"2020-ausopen-1111" "1198" "NaN" "NaN" "348" "172.91884057971" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1111" "ausopen" "M" "j. duckworth" "a. bedene" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1112" "970" "NaN" "NaN" "273" "181.874538745387" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1112" "ausopen" "M" "e. gulbis" "f. auger-aliassime" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1113" "292" "NaN" "NaN" "158" "178.094936708861" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1113" "ausopen" "M" "t. fritz" "t. griekspoor" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1114" "1323" "NaN" "NaN" "316" "180.346278317152" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1114" "ausopen" "M" "i. ivashka" "k. anderson" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1115" "1218" "NaN" "NaN" "298" "161.562068965517" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1115" "ausopen" "M" "a. bolt" "a. ramos-vinolas" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1116" "882" "NaN" "NaN" "182" "166.697802197802" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1116" "ausopen" "M" "a. mannarino" "d. thiem" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1117" "1085" "NaN" "NaN" "235" "171.884120171674" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1117" "ausopen" "M" "d. medvedev" "f. tiafoe" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1118" "462" "NaN" "NaN" "192" "166.932291666667" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1118" "ausopen" "M" "d. koepfer" "p. martinez" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1119" "730" "NaN" "NaN" "297" "153.968641114983" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1119" "ausopen" "M" "h. gaston" "j. munar" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1120" "484" "NaN" "NaN" "151" "181.039735099338" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1120" "ausopen" "M" "a. popyrin" "j. tsonga" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1121" "816" "NaN" "NaN" "314" "186.352750809061" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1121" "ausopen" "M" "j. isner" "t. monteiro" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1122" "728" "NaN" "NaN" "324" "165.925465838509" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1122" "ausopen" "M" "a. tabilo" "d. galan" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1123" "433" "NaN" "NaN" "200" "166.829145728643" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1123" "ausopen" "M" "m. kecmanovic" "a. seppi" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1124" "888" "NaN" "NaN" "254" "170.141732283465" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1124" "ausopen" "M" "d. dzumhur" "s. wawrinka" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1125" "671" "NaN" "NaN" "157" "176.165605095541" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1125" "ausopen" "M" "d. goffin" "j. chardy" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1126" "709" "NaN" "NaN" "323" "164.924050632911" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1126" "ausopen" "M" "p. herbert" "c. norrie" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1127" "238" "NaN" "NaN" "120" "164.921739130435" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1127" "ausopen" "M" "y. sugita" "e. benchetrit" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1128" "499" "NaN" "NaN" "235" "167.964444444444" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1128" "ausopen" "M" "c. o'connell" "a. rublev" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1129" "712" "NaN" "NaN" "366" "163.08938547486" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1129" "ausopen" "M" "n. basilashvili" "s. kwon" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1130" "303" "NaN" "NaN" "157" "169.974358974359" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1130" "ausopen" "M" "f. verdasco" "e. donskoy" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1131" "699" "NaN" "NaN" "327" "173.902140672783" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1131" "ausopen" "M" "c. ruud" "e. gerasimov" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1132" "917" "NaN" "NaN" "224" "180.950892857143" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1132" "ausopen" "M" "m. cecchinato" "a. zverev" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1133" "670" "NaN" "NaN" "161" "179.8" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1133" "ausopen" "M" "m. berrettini" "a. harris" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1134" "394" "NaN" "NaN" "188" "171.005464480874" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1134" "ausopen" "M" "t. sandgren" "m. trungelliti" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1135" "344" "NaN" "NaN" "159" "165.012658227848" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1135" "ausopen" "M" "r. carballes baena" "r. berankis" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1136" "388" "NaN" "NaN" "160" "178.284810126582" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1136" "ausopen" "M" "s. querrey" "b. coric" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1137" "764" "NaN" "NaN" "183" "166.633879781421" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1137" "ausopen" "M" "g. pella" "j. smith" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1138" "661" "NaN" "NaN" "336" "168.683582089552" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1138" "ausopen" "M" "m. safwat" "g. barrere" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1139" "876" "NaN" "NaN" "196" "181.721649484536" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1139" "ausopen" "M" "j. thompson" "a. bublik" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1140" "1057" "NaN" "NaN" "315" "177.230031948882" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1140" "ausopen" "M" "r. opelka" "f. fognini" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1141" "993" "NaN" "NaN" "268" "176.167910447761" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1141" "ausopen" "M" "d. shapovalov" "m. fucsovics" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1142" "868" "NaN" "NaN" "197" "165.304568527919" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1142" "ausopen" "M" "j. sinner" "m. purcell" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1143" "481" "NaN" "NaN" "224" "172.458333333333" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1143" "ausopen" "M" "l. mayer" "t. paul" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1144" "873" "NaN" "NaN" "213" "172.748815165877" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1144" "ausopen" "M" "j. londero" "g. dimitrov" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1145" "585" "NaN" "NaN" "294" "172.180887372014" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1145" "ausopen" "M" "h. hurkacz" "d. novak" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1146" "1417" "NaN" "NaN" "267" "166.445283018868" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1146" "ausopen" "M" "j. millman" "u. humbert" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1147" "753" "NaN" "NaN" "369" "171.072022160665" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1147" "ausopen" "M" "q. halys" "f. krajinovic" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1148" "464" "NaN" "NaN" "139" "177.129496402878" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1148" "ausopen" "M" "s. johnson" "r. federer" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1149" "551" "NaN" "NaN" "136" "173.661764705882" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1149" "ausopen" "M" "s. tsitsipas" "s. caruso" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1150" "866" "NaN" "NaN" "180" "164.383333333333" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1150" "ausopen" "M" "p. kohlschreiber" "m. giron" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1151" "393" "NaN" "NaN" "179" "168.852272727273" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1151" "ausopen" "M" "c. garin" "s. travaglia" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1152" "297" "NaN" "NaN" "142" "172.326241134752" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1152" "ausopen" "M" "l. giustino" "m. raonic" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1153" "660" "NaN" "NaN" "318" "163.511254019293" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1153" "ausopen" "M" "b. paire" "c. stebe" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1154" "290" "NaN" "NaN" "142" "168.36496350365" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1154" "ausopen" "M" "m. cilic" "c. moutet" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1155" "372" "NaN" "NaN" "172" "169.85798816568" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1155" "ausopen" "M" "p. andujar" "m. mmoh" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1156" "377" "NaN" "NaN" "165" "168.905405405405" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1156" "ausopen" "M" "f. lopez" "r. bautista agut" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1157" "694" "NaN" "NaN" "155" "165.574193548387" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1157" "ausopen" "M" "d. schwartzman" "l. harris" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1158" "662" "NaN" "NaN" "294" "169.798634812287" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1158" "ausopen" "M" "a. davidovich fokina" "n. gombos" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1159" "1561" "NaN" "NaN" "346" "162.559420289855" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1159" "ausopen" "M" "m. polmans" "m. kukushkin" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1160" "476" "NaN" "NaN" "220" "166.215596330275" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1160" "ausopen" "M" "k. edmund" "d. lajovic" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1161" "649" "NaN" "NaN" "285" "165.245551601424" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1161" "ausopen" "M" "d. evans" "m. mcdonald" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1162" "546" "NaN" "NaN" "252" "156.790322580645" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1162" "ausopen" "M" "y. nishioka" "l. djere" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1163" "402" "NaN" "NaN" "196" "167.678756476684" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1163" "ausopen" "M" "t. ito" "p. gunneswaran" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1164" "778" "NaN" "NaN" "204" "182.328431372549" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1164" "ausopen" "M" "j. struff" "n. djokovic" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1201" "822" "NaN" "NaN" "199" "174.456852791878" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1201" "ausopen" "M" "r. nadal" "f. delbonis" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1202" "859" "NaN" "NaN" "215" "168.786046511628" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1202" "ausopen" "M" "p. gojowczyk" "p. carreno busta" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1203" "1221" "NaN" "NaN" "226" "175.865470852018" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1203" "ausopen" "M" "n. kyrgios" "g. simon" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1204" "2108" "NaN" "NaN" "352" "173.074074074074" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1204" "ausopen" "M" "m. ymer" "k. khachanov" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"2020-ausopen-1205" "668" "NaN" "NaN" "265" "181.333333333333" "NaN" "NaN" "0" "0" "0" "0" "0" "0" NA "1205" "ausopen" "M" "g. monfils" "i. karlovic" NA "NA" "NA" "NA" "NaN" "NaN" "NaN" "NaN" "0" "0" "0" "2020" "Hard" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
