"vars" "tournament" "type" "value" "year"
"P1DistanceRun" "usopen" "perc_total" 3.41570492566601 2017
"P2DistanceRun" "usopen" "perc_total" 3.30927595037749 2017
"ServeNumber" "usopen" "perc_total" 5.59417301360295 2017
"ServeIndicator" "usopen" "perc_total" 1.15076329530715 2017
"Speed_KMH" "usopen" "perc_total" 6.81145441846543 2017
"RallyCount" "ausopen" "perc_missing" 0 2018
"P1DistanceRun" "ausopen" "perc_missing" 100 2018
"P2DistanceRun" "ausopen" "perc_missing" 100 2018
"ServeNumber" "ausopen" "perc_missing" 0 2018
"ServeIndicator" "ausopen" "perc_missing" 100 2018
"Speed_KMH" "ausopen" "perc_missing" 0 2018
"RallyCount" "frenchopen" "perc_missing" 0 2018
"P1DistanceRun" "frenchopen" "perc_missing" 100 2018
"P2DistanceRun" "frenchopen" "perc_missing" 100 2018
"ServeNumber" "frenchopen" "perc_missing" 0 2018
"ServeIndicator" "frenchopen" "perc_missing" 100 2018
"Speed_KMH" "frenchopen" "perc_missing" 100 2018
"RallyCount" "wimbledon" "perc_missing" 0 2018
"P1DistanceRun" "wimbledon" "perc_missing" 0 2018
"P2DistanceRun" "wimbledon" "perc_missing" 0 2018
"ServeNumber" "wimbledon" "perc_missing" 0 2018
"ServeIndicator" "wimbledon" "perc_missing" 0 2018
"Speed_KMH" "wimbledon" "perc_missing" 0 2018
"RallyCount" "usopen" "perc_missing" 0 2018
"P1DistanceRun" "usopen" "perc_missing" 0 2018
"P2DistanceRun" "usopen" "perc_missing" 0 2018
"ServeNumber" "usopen" "perc_missing" 0 2018
"ServeIndicator" "usopen" "perc_missing" 0 2018
"Speed_KMH" "usopen" "perc_missing" 0 2018
"RallyCount" "ausopen" "perc_zero" 11.7185527976441 2018
"P1DistanceRun" "ausopen" "perc_zero" 0 2018
"P2DistanceRun" "ausopen" "perc_zero" 0 2018
"ServeNumber" "ausopen" "perc_zero" 0 2018
"ServeIndicator" "ausopen" "perc_zero" 0 2018
"Speed_KMH" "ausopen" "perc_zero" 30.8140513251998 2018
"RallyCount" "frenchopen" "perc_zero" 12.5765995299699 2018
"P1DistanceRun" "frenchopen" "perc_zero" 0 2018
"P2DistanceRun" "frenchopen" "perc_zero" 0 2018
"ServeNumber" "frenchopen" "perc_zero" 0 2018
"ServeIndicator" "frenchopen" "perc_zero" 0 2018
"Speed_KMH" "frenchopen" "perc_zero" 0 2018
"RallyCount" "wimbledon" "perc_zero" 5.5254560581157 2018
"P1DistanceRun" "wimbledon" "perc_zero" 44.1671232320773 2018
"P2DistanceRun" "wimbledon" "perc_zero" 44.2097360037337 2018
"ServeNumber" "wimbledon" "perc_zero" 5.52748523771839 2018
"ServeIndicator" "wimbledon" "perc_zero" 1.05720257299974 2018
"Speed_KMH" "wimbledon" "perc_zero" 46.610255473712 2018
"RallyCount" "usopen" "perc_zero" 5.9872531474679 2018
"P1DistanceRun" "usopen" "perc_zero" 6.36714702835076 2018
"P2DistanceRun" "usopen" "perc_zero" 6.3514489340994 2018
"ServeNumber" "usopen" "perc_zero" 5.9872531474679 2018
"ServeIndicator" "usopen" "perc_zero" 1.11770431069668 2018
"Speed_KMH" "usopen" "perc_zero" 6.91344070829801 2018
"RallyCount" "ausopen" "perc_total" 11.7185527976441 2018
"P1DistanceRun" "ausopen" "perc_total" 100 2018
"P2DistanceRun" "ausopen" "perc_total" 100 2018
"ServeNumber" "ausopen" "perc_total" 0 2018
"ServeIndicator" "ausopen" "perc_total" 100 2018
"Speed_KMH" "ausopen" "perc_total" 30.8140513251998 2018
"RallyCount" "frenchopen" "perc_total" 12.5765995299699 2018
"P1DistanceRun" "frenchopen" "perc_total" 100 2018
"P2DistanceRun" "frenchopen" "perc_total" 100 2018
"ServeNumber" "frenchopen" "perc_total" 0 2018
"ServeIndicator" "frenchopen" "perc_total" 100 2018
"Speed_KMH" "frenchopen" "perc_total" 100 2018
"RallyCount" "wimbledon" "perc_total" 5.5254560581157 2018
"P1DistanceRun" "wimbledon" "perc_total" 44.1671232320773 2018
"P2DistanceRun" "wimbledon" "perc_total" 44.2097360037337 2018
"ServeNumber" "wimbledon" "perc_total" 5.52748523771839 2018
"ServeIndicator" "wimbledon" "perc_total" 1.05720257299974 2018
"Speed_KMH" "wimbledon" "perc_total" 46.610255473712 2018
"RallyCount" "usopen" "perc_total" 5.9872531474679 2018
"P1DistanceRun" "usopen" "perc_total" 6.36714702835076 2018
"P2DistanceRun" "usopen" "perc_total" 6.3514489340994 2018
"ServeNumber" "usopen" "perc_total" 5.9872531474679 2018
"ServeIndicator" "usopen" "perc_total" 1.11770431069668 2018
"Speed_KMH" "usopen" "perc_total" 6.91344070829801 2018
"RallyCount" "ausopen" "perc_missing" 0 2019
"P1DistanceRun" "ausopen" "perc_missing" 100 2019
"P2DistanceRun" "ausopen" "perc_missing" 100 2019
"ServeNumber" "ausopen" "perc_missing" 0 2019
"ServeIndicator" "ausopen" "perc_missing" 100 2019
"Speed_KMH" "ausopen" "perc_missing" 0 2019
"RallyCount" "frenchopen" "perc_missing" 0 2019
"P1DistanceRun" "frenchopen" "perc_missing" 100 2019
"P2DistanceRun" "frenchopen" "perc_missing" 100 2019
"ServeNumber" "frenchopen" "perc_missing" 0 2019
"ServeIndicator" "frenchopen" "perc_missing" 100 2019
"Speed_KMH" "frenchopen" "perc_missing" 100 2019
"RallyCount" "wimbledon" "perc_missing" 0 2019
"P1DistanceRun" "wimbledon" "perc_missing" 0 2019
"P2DistanceRun" "wimbledon" "perc_missing" 0 2019
"ServeNumber" "wimbledon" "perc_missing" 0 2019
"ServeIndicator" "wimbledon" "perc_missing" 0 2019
"Speed_KMH" "wimbledon" "perc_missing" 0 2019
"RallyCount" "usopen" "perc_missing" 0 2019
"P1DistanceRun" "usopen" "perc_missing" 0 2019
"P2DistanceRun" "usopen" "perc_missing" 0 2019
"ServeNumber" "usopen" "perc_missing" 0 2019
"ServeIndicator" "usopen" "perc_missing" 0 2019
"Speed_KMH" "usopen" "perc_missing" 0 2019
"RallyCount" "ausopen" "perc_zero" 12.1616698454879 2019
"P1DistanceRun" "ausopen" "perc_zero" 0 2019
"P2DistanceRun" "ausopen" "perc_zero" 0 2019
"ServeNumber" "ausopen" "perc_zero" 0 2019
"ServeIndicator" "ausopen" "perc_zero" 0 2019
"Speed_KMH" "ausopen" "perc_zero" 33.0497396223989 2019
"RallyCount" "frenchopen" "perc_zero" 9.88632672945762 2019
"P1DistanceRun" "frenchopen" "perc_zero" 0 2019
"P2DistanceRun" "frenchopen" "perc_zero" 0 2019
"ServeNumber" "frenchopen" "perc_zero" 0 2019
"ServeIndicator" "frenchopen" "perc_zero" 0 2019
"Speed_KMH" "frenchopen" "perc_zero" 0 2019
"RallyCount" "wimbledon" "perc_zero" 4.94420235944309 2019
"P1DistanceRun" "wimbledon" "perc_zero" 22.2552874907004 2019
"P2DistanceRun" "wimbledon" "perc_zero" 22.2489106174939 2019
"ServeNumber" "wimbledon" "perc_zero" 4.93782548623658 2019
"ServeIndicator" "wimbledon" "perc_zero" 1.07981719630141 2019
"Speed_KMH" "wimbledon" "perc_zero" 45.360824742268 2019
"RallyCount" "usopen" "perc_zero" 5.82131000354958 2019
"P1DistanceRun" "usopen" "perc_zero" 44.7079949053098 2019
"P2DistanceRun" "usopen" "perc_zero" 44.724698807759 2019
"ServeNumber" "usopen" "perc_zero" 5.82131000354958 2019
"ServeIndicator" "usopen" "perc_zero" 1.04816987868791 2019
"Speed_KMH" "usopen" "perc_zero" 44.2820453928549 2019
"RallyCount" "ausopen" "perc_total" 12.1616698454879 2019
"P1DistanceRun" "ausopen" "perc_total" 100 2019
"P2DistanceRun" "ausopen" "perc_total" 100 2019
"ServeNumber" "ausopen" "perc_total" 0 2019
"ServeIndicator" "ausopen" "perc_total" 100 2019
"Speed_KMH" "ausopen" "perc_total" 33.0497396223989 2019
"RallyCount" "frenchopen" "perc_total" 9.88632672945762 2019
"P1DistanceRun" "frenchopen" "perc_total" 100 2019
"P2DistanceRun" "frenchopen" "perc_total" 100 2019
"ServeNumber" "frenchopen" "perc_total" 0 2019
"ServeIndicator" "frenchopen" "perc_total" 100 2019
"Speed_KMH" "frenchopen" "perc_total" 100 2019
"RallyCount" "wimbledon" "perc_total" 4.94420235944309 2019
"P1DistanceRun" "wimbledon" "perc_total" 22.2552874907004 2019
"P2DistanceRun" "wimbledon" "perc_total" 22.2489106174939 2019
"ServeNumber" "wimbledon" "perc_total" 4.93782548623658 2019
"ServeIndicator" "wimbledon" "perc_total" 1.07981719630141 2019
"Speed_KMH" "wimbledon" "perc_total" 45.360824742268 2019
"RallyCount" "usopen" "perc_total" 5.82131000354958 2019
"P1DistanceRun" "usopen" "perc_total" 44.7079949053098 2019
"P2DistanceRun" "usopen" "perc_total" 44.724698807759 2019
"ServeNumber" "usopen" "perc_total" 5.82131000354958 2019
"ServeIndicator" "usopen" "perc_total" 1.04816987868791 2019
"Speed_KMH" "usopen" "perc_total" 44.2820453928549 2019
"RallyCount" "ausopen" "perc_missing" 0 2020
"P1DistanceRun" "ausopen" "perc_missing" 100 2020
"P2DistanceRun" "ausopen" "perc_missing" 100 2020
"ServeNumber" "ausopen" "perc_missing" 0 2020
"ServeIndicator" "ausopen" "perc_missing" 100 2020
"Speed_KMH" "ausopen" "perc_missing" 0 2020
"RallyCount" "frenchopen" "perc_missing" 0 2020
"P1DistanceRun" "frenchopen" "perc_missing" 100 2020
"P2DistanceRun" "frenchopen" "perc_missing" 100 2020
"ServeNumber" "frenchopen" "perc_missing" 0 2020
"ServeIndicator" "frenchopen" "perc_missing" 100 2020
"Speed_KMH" "frenchopen" "perc_missing" 0 2020
"RallyCount" "wimbledon" "perc_missing" NA 2020
"P1DistanceRun" "wimbledon" "perc_missing" NA 2020
"P2DistanceRun" "wimbledon" "perc_missing" NA 2020
"ServeNumber" "wimbledon" "perc_missing" NA 2020
"ServeIndicator" "wimbledon" "perc_missing" NA 2020
"Speed_KMH" "wimbledon" "perc_missing" NA 2020
"RallyCount" "usopen" "perc_missing" 0 2020
"P1DistanceRun" "usopen" "perc_missing" 0 2020
"P2DistanceRun" "usopen" "perc_missing" 0 2020
"ServeNumber" "usopen" "perc_missing" 0 2020
"ServeIndicator" "usopen" "perc_missing" 0 2020
"Speed_KMH" "usopen" "perc_missing" 0 2020
"RallyCount" "ausopen" "perc_zero" 10.5910165484634 2020
"P1DistanceRun" "ausopen" "perc_zero" 0 2020
"P2DistanceRun" "ausopen" "perc_zero" 0 2020
"ServeNumber" "ausopen" "perc_zero" 0 2020
"ServeIndicator" "ausopen" "perc_zero" 0 2020
"Speed_KMH" "ausopen" "perc_zero" 1.14979583064689 2020
"RallyCount" "frenchopen" "perc_zero" 7.57028936961079 2020
"P1DistanceRun" "frenchopen" "perc_zero" 0 2020
"P2DistanceRun" "frenchopen" "perc_zero" 0 2020
"ServeNumber" "frenchopen" "perc_zero" 0 2020
"ServeIndicator" "frenchopen" "perc_zero" 0 2020
"Speed_KMH" "frenchopen" "perc_zero" 29.5809651416593 2020
"RallyCount" "wimbledon" "perc_zero" NA 2020
"P1DistanceRun" "wimbledon" "perc_zero" NA 2020
"P2DistanceRun" "wimbledon" "perc_zero" NA 2020
"ServeNumber" "wimbledon" "perc_zero" NA 2020
"ServeIndicator" "wimbledon" "perc_zero" NA 2020
"Speed_KMH" "wimbledon" "perc_zero" NA 2020
"RallyCount" "usopen" "perc_zero" 5.39451247868548 2020
"P1DistanceRun" "usopen" "perc_zero" 31.3616936466107 2020
"P2DistanceRun" "usopen" "perc_zero" 31.3661226387935 2020
"ServeNumber" "usopen" "perc_zero" 5.39451247868548 2020
"ServeIndicator" "usopen" "perc_zero" 1.09839006134154 2020
"Speed_KMH" "usopen" "perc_zero" 52.9486015457183 2020
"RallyCount" "ausopen" "perc_total" 10.5910165484634 2020
"P1DistanceRun" "ausopen" "perc_total" 100 2020
"P2DistanceRun" "ausopen" "perc_total" 100 2020
"ServeNumber" "ausopen" "perc_total" 0 2020
"ServeIndicator" "ausopen" "perc_total" 100 2020
"Speed_KMH" "ausopen" "perc_total" 1.14979583064689 2020
"RallyCount" "frenchopen" "perc_total" 7.57028936961079 2020
"P1DistanceRun" "frenchopen" "perc_total" 100 2020
"P2DistanceRun" "frenchopen" "perc_total" 100 2020
"ServeNumber" "frenchopen" "perc_total" 0 2020
"ServeIndicator" "frenchopen" "perc_total" 100 2020
"Speed_KMH" "frenchopen" "perc_total" 29.5809651416593 2020
"RallyCount" "wimbledon" "perc_total" NA 2020
"P1DistanceRun" "wimbledon" "perc_total" NA 2020
"P2DistanceRun" "wimbledon" "perc_total" NA 2020
"ServeNumber" "wimbledon" "perc_total" NA 2020
"ServeIndicator" "wimbledon" "perc_total" NA 2020
"Speed_KMH" "wimbledon" "perc_total" NA 2020
"RallyCount" "usopen" "perc_total" 5.39451247868548 2020
"P1DistanceRun" "usopen" "perc_total" 31.3616936466107 2020
"P2DistanceRun" "usopen" "perc_total" 31.3661226387935 2020
"ServeNumber" "usopen" "perc_total" 5.39451247868548 2020
"ServeIndicator" "usopen" "perc_total" 1.09839006134154 2020
"Speed_KMH" "usopen" "perc_total" 52.9486015457183 2020
"RallyCount" "ausopen" "perc_missing" 0 2021
"P1DistanceRun" "ausopen" "perc_missing" 100 2021
"P2DistanceRun" "ausopen" "perc_missing" 100 2021
"ServeNumber" "ausopen" "perc_missing" 0 2021
"ServeIndicator" "ausopen" "perc_missing" 100 2021
"Speed_KMH" "ausopen" "perc_missing" 0 2021
"RallyCount" "frenchopen" "perc_missing" 0 2021
"P1DistanceRun" "frenchopen" "perc_missing" 100 2021
"P2DistanceRun" "frenchopen" "perc_missing" 100 2021
"ServeNumber" "frenchopen" "perc_missing" 0 2021
"ServeIndicator" "frenchopen" "perc_missing" 100 2021
"Speed_KMH" "frenchopen" "perc_missing" 0 2021
"RallyCount" "wimbledon" "perc_missing" 0 2021
"P1DistanceRun" "wimbledon" "perc_missing" 0 2021
"P2DistanceRun" "wimbledon" "perc_missing" 0 2021
"ServeNumber" "wimbledon" "perc_missing" 0 2021
"ServeIndicator" "wimbledon" "perc_missing" 0 2021
"Speed_KMH" "wimbledon" "perc_missing" 0 2021
"RallyCount" "usopen" "perc_missing" 0 2021
"P1DistanceRun" "usopen" "perc_missing" 0 2021
"P2DistanceRun" "usopen" "perc_missing" 0 2021
"ServeNumber" "usopen" "perc_missing" 0 2021
"ServeIndicator" "usopen" "perc_missing" 0 2021
"Speed_KMH" "usopen" "perc_missing" 0 2021
"RallyCount" "ausopen" "perc_zero" 11.4473565702963 2021
"P1DistanceRun" "ausopen" "perc_zero" 0 2021
"P2DistanceRun" "ausopen" "perc_zero" 0 2021
"ServeNumber" "ausopen" "perc_zero" 0 2021
"ServeIndicator" "ausopen" "perc_zero" 0 2021
"Speed_KMH" "ausopen" "perc_zero" 1.65270647572728 2021
"RallyCount" "frenchopen" "perc_zero" 9.45954699544404 2021
"P1DistanceRun" "frenchopen" "perc_zero" 0 2021
"P2DistanceRun" "frenchopen" "perc_zero" 0 2021
"ServeNumber" "frenchopen" "perc_zero" 0 2021
"ServeIndicator" "frenchopen" "perc_zero" 0 2021
"Speed_KMH" "frenchopen" "perc_zero" 27.1673180316542 2021
"RallyCount" "wimbledon" "perc_zero" 5.26684498789963 2021
"P1DistanceRun" "wimbledon" "perc_zero" 3.28832845072814 2021
"P2DistanceRun" "wimbledon" "perc_zero" 3.34352311807413 2021
"ServeNumber" "wimbledon" "perc_zero" 5.26472211607863 2021
"ServeIndicator" "wimbledon" "perc_zero" 1.10601621874071 2021
"Speed_KMH" "wimbledon" "perc_zero" 52.0039909990235 2021
"RallyCount" "usopen" "perc_zero" 5.52990578060041 2021
"P1DistanceRun" "usopen" "perc_zero" 5.87252177909625 2021
"P2DistanceRun" "usopen" "perc_zero" 5.75970919422567 2021
"ServeNumber" "usopen" "perc_zero" 5.49647982952765 2021
"ServeIndicator" "usopen" "perc_zero" 1.06127394656026 2021
"Speed_KMH" "usopen" "perc_zero" 8.27710113439321 2021
"RallyCount" "ausopen" "perc_total" 11.4473565702963 2021
"P1DistanceRun" "ausopen" "perc_total" 100 2021
"P2DistanceRun" "ausopen" "perc_total" 100 2021
"ServeNumber" "ausopen" "perc_total" 0 2021
"ServeIndicator" "ausopen" "perc_total" 100 2021
"Speed_KMH" "ausopen" "perc_total" 1.65270647572728 2021
"RallyCount" "frenchopen" "perc_total" 9.45954699544404 2021
"P1DistanceRun" "frenchopen" "perc_total" 100 2021
"P2DistanceRun" "frenchopen" "perc_total" 100 2021
"ServeNumber" "frenchopen" "perc_total" 0 2021
"ServeIndicator" "frenchopen" "perc_total" 100 2021
"Speed_KMH" "frenchopen" "perc_total" 27.1673180316542 2021
"RallyCount" "wimbledon" "perc_total" 5.26684498789963 2021
"P1DistanceRun" "wimbledon" "perc_total" 3.28832845072814 2021
"P2DistanceRun" "wimbledon" "perc_total" 3.34352311807413 2021
"ServeNumber" "wimbledon" "perc_total" 5.26472211607863 2021
"ServeIndicator" "wimbledon" "perc_total" 1.10601621874071 2021
"Speed_KMH" "wimbledon" "perc_total" 52.0039909990235 2021
"RallyCount" "usopen" "perc_total" 5.52990578060041 2021
"P1DistanceRun" "usopen" "perc_total" 5.87252177909625 2021
"P2DistanceRun" "usopen" "perc_total" 5.75970919422567 2021
"ServeNumber" "usopen" "perc_total" 5.49647982952765 2021
"ServeIndicator" "usopen" "perc_total" 1.06127394656026 2021
"Speed_KMH" "usopen" "perc_total" 8.27710113439321 2021
