"Player" "n" "RallyCount" "PDist" "Point" "Speed" "PrimerServei" "SegonServei" "DobleFalta" "Time" "Genere" "rally_min" "rally_partit" "Dist_min" "Dist_partit" "PercentatgePrimerServei" "PercentatgeSegonServei" "PercentatgeDobleFalta"
"mikhail kukushkin" 11 4425 38380.9022404658 2648 163.849288701228 851 469 27 388.273333333333 1 11.3966106351196 402.272727272727 98.850214386255 3489.17293095144 63.177431328879 34.8181143281366 2.00445434298441
"caroline dolehide" 2 499 3229.90675206981 257 154.723214285715 90 39 4 32.8833333333333 2 15.1748606183477 249.5 98.2232159777946 1614.9533760349 67.6691729323308 29.3233082706767 3.00751879699248
"garbiã±e muguruza" 5 1659.5 10316.5970199745 729 146.893221404249 210 131 12 104.553333333333 2 15.8722820888861 331.9 98.6730570041556 2063.3194039949 59.4900849858357 37.1104815864023 3.39943342776204
"zarina diyas" 6 1701.5 13768.9481181065 813 151.546720446973 272 116 12 101.106666666667 2 16.8287617038112 283.583333333333 136.18239599868 2294.82468635108 68 29 3
"donna vekic" 18 4283 32657.6460882335 2688 156.331650936139 776 485 85 360.293333333334 2 11.8875360817112 237.944444444444 90.641827274721 1814.31367156853 57.6523031203566 36.0326894502229 6.3150074294205
"sachia vickery" 2 998.5 5475.27701333333 386 133.4921875 105 64 13 50.24 2 19.874601910828 499.25 108.98242462845 2737.63850666666 57.6923076923077 35.1648351648352 7.14285714285714
"alizã© cornet" 5 1990.5 14765.5178980555 830 143.866651511712 289 139 33 126.833333333333 2 15.6938239159001 398.1 116.41669827639 2953.10357961109 62.6898047722343 30.1518438177874 7.15835140997831
"margarita gasparyan" 4 1284 8196.09097496939 526 148.650120388931 153 92 12 73.1033333333333 2 17.5641785600292 321 112.116515092372 2049.02274374235 59.5330739299611 35.7976653696498 4.66926070038911
"danielle collins" 10 2497 24065.1039795308 1491 151.499888504115 446 286 38 205.196666666667 2 12.1688136584415 249.7 117.278240287517 2406.51039795308 57.9220779220779 37.1428571428571 4.93506493506494
"vania king" 2 411 4718.93569235893 236 136.898680124224 71 33 7 29.1166666666667 2 14.1156267887807 205.5 162.069915020913 2359.46784617947 63.963963963964 29.7297297297297 6.30630630630631
"ana bogdan" 8 1944.5 21871.7859139615 1159 146.233359216269 340 201 24 162.33 2 11.9786853939506 243.0625 134.736560795672 2733.97323924518 60.1769911504425 35.5752212389381 4.24778761061947
"vera lapko" 2 363 2724.4640928382 302 156.715825816764 76 55 5 39.2533333333333 2 9.2476222826087 181.5 69.40720345206 1362.2320464191 55.8823529411765 40.4411764705882 3.67647058823529
"vera zvonareva" 4 1030 10322.8991006116 514 149.603320842837 173 60 13 67.07 2 15.3570896078724 257.5 153.912316991377 2580.72477515291 70.3252032520325 24.390243902439 5.28455284552846
"karolina muchova" 15 4251 41879.1843332599 2367 151.848990520417 741 412 36 346.586666666667 2 12.2653304608756 283.4 120.833224013022 2791.94562221733 62.3212783851976 34.6509671993272 3.02775441547519
"carla suã¡rez navarro" 5 1323.5 10060.1187181462 727 144.954405018737 248 108 11 98.7633333333333 2 13.4007222653481 264.7 101.860866564645 2012.02374362925 67.574931880109 29.4277929155313 2.99727520435967
"aryna sabalenka" 19 4376.5 49957.5934867474 2800 162.854222080489 815 437 111 371.276666666667 2 11.787705484679 230.342105263158 134.556243286895 2629.34702561828 59.7945707997065 32.061628760088 8.14380044020543
"norbert gombos" 3 644 11080.1165254479 577 171.736787445354 184 110 14 131.27 1 4.9059190980422 214.666666666667 84.407073401751 3693.37217514929 59.7402597402597 35.7142857142857 4.54545454545455
"stefanos tsitsipas" 14 6470 56406.6749648472 3544 177.627963245158 1050 605 69 503.546666666667 1 12.8488587618493 462.142857142857 112.018763500597 4029.0482117748 60.9048723897912 35.092807424594 4.00232018561485
"matthew ebden" 3 1021.5 7431.81398566541 664 170.661511101626 216 95 20 78.7800000000001 1 12.966488956588 340.5 94.3363034484057 2477.27132855514 65.2567975830816 28.7009063444109 6.04229607250755
"simone bolelli" 4 1316 7714.97357931975 758 173.021137432377 284 122 6 104.033333333333 1 12.6497917334188 329 74.1586694583764 1928.74339482994 68.9320388349515 29.6116504854369 1.45631067961165
"mackenzie mcdonald" 5 2031 24889.7254244217 1244 167.679230150777 427 172 22 160.85 1 12.6266708113149 406.2 154.738734376262 4977.94508488433 68.7600644122383 27.6972624798712 3.5426731078905
"jana fett" 1 264 1580.62987591241 139 143.596153846154 26 26 6 17.1566666666667 2 15.3876044297649 264 92.1291942439717 1580.62987591241 44.8275862068966 44.8275862068966 10.3448275862069
"arantxa rus" 4 791.5 8562.0510422188 506 151.52033771044 187 63 13 67.5133333333333 2 11.7236101510813 197.875 126.82014973169 2140.5127605547 71.1026615969582 23.9543726235741 4.94296577946768
"ajla tomljanovic" 13 2918.5 37505.4374523842 1750 154.524758523423 533 308 48 250.253333333333 2 11.6621823219138 224.5 149.869881662785 2885.0336501834 59.955005624297 34.6456692913386 5.39932508436445
"yulia putintseva" 16 4294 37091.0585212837 2099 145.870972856213 693 341 37 310.36 2 13.83554581776 268.375 119.509790312165 2318.19115758023 64.7058823529412 31.8394024276377 3.4547152194211
"katie swan" 3 526.5 4999.11519377468 335 157.779229886523 92 60 14 44.08 2 11.9441923774955 175.5 113.410054305233 1666.37173125823 55.421686746988 36.144578313253 8.43373493975904
"alexandra dulgheru" 1 342.5 2218.32167080745 163 147.285714285714 58 12 3 23.89 2 14.336542486396 342.5 92.8556580497049 2218.32167080745 79.4520547945205 16.4383561643836 4.10958904109589
"viktoriya tomova" 3 624.5 6656.66684089534 417 143.12207550514 148 64 7 51.4433333333334 2 12.1395710490507 208.166666666667 129.398046541087 2218.88894696511 67.5799086757991 29.2237442922374 3.19634703196347
"zachary svajda" 3 1681.5 24351.4068835626 922 157.882828467153 304 142 10 131.21 1 12.8153341970886 560.5 185.591089730681 8117.13562785421 66.6666666666667 31.140350877193 2.19298245614035
"soonwoo kwon" 5 2202.5 23364.1573935471 1368 169.413451769368 428 211 29 190.006666666666 1 11.5916985368935 440.5 122.964934880603 4672.83147870942 64.0718562874251 31.5868263473054 4.34131736526946
"gregoire barrere" 6 2238.5 20880.7769649946 1492 166.349593449521 446 266 33 183.136666666667 1 12.2231120656704 373.083333333333 114.017456717176 3480.12949416577 59.8657718120805 35.7046979865772 4.42953020134228
"marco trungelliti" 4 989 22152.445824054 921 166.230606553048 286 154 23 136.78 1 7.23058926743676 247.25 161.95676139826 5538.1114560135 61.7710583153348 33.2613390928726 4.96760259179266
"lloyd harris" 9 2685 38146.8219114244 1880 177.150333675882 596 274 30 248.693333333333 1 10.7964293373365 298.333333333333 153.389000823334 4238.53576793604 66.2222222222222 30.4444444444444 3.33333333333333
"jenson brooksby" 6 3482 40048.217735324 1580 157.691327618472 506 270 18 245.163333333333 1 14.2027763803723 580.333333333333 163.353211064694 6674.70295588734 63.727959697733 34.0050377833753 2.26700251889169
"hugo dellien" 2 1097 7500.55400829486 496 156.480567226891 179 86 4 67.4533333333333 1 16.2630954734137 548.5 111.19619502315 3750.27700414743 66.542750929368 31.9702602230483 1.48698884758364
"bradley klahn" 5 1240.5 10221.6427096704 980 173.308044565959 313 195 30 127.22 1 9.75082534192737 248.1 80.3461932846284 2044.32854193409 58.17843866171 36.2453531598513 5.57620817843866
"antoine hoang" 4 1125 18949.2109836595 974 165.888699006138 342 141 26 125.943333333333 1 8.93258873038139 281.25 150.458229762005 4737.30274591487 67.1905697445973 27.7013752455796 5.10805500982318
"cedrik marcel stebe" 1 528 3296.16662916667 247 165.706422018349 71 38 4 35.62 1 14.8231330713083 528 92.5369631995135 3296.16662916667 62.8318584070796 33.6283185840708 3.53982300884956
"dominik koepfer" 10 4045 47713.4015425998 2378 166.985012459738 747 428 63 310.48 1 13.0282143777377 404.5 153.676248204715 4771.34015425998 60.3392568659128 34.5718901453958 5.08885298869144
"matteo berrettini" 24 9846.5 96202.5450291121 5543 183.799538180377 1669 1011 74 798.176666666667 1 12.336241350077 410.270833333333 120.527884422971 4008.439376213 60.6027596223675 36.7102396514161 2.68700072621641
"pablo andujar" 7 2601.5 28353.8914853997 1490 164.117064055612 446 259 37 229.63 1 11.3290946304925 371.642857142857 123.476425055087 4050.55592648567 60.1078167115903 34.9056603773585 4.98652291105121
"anastasia potapova" 4 947 11847.1724047892 590 155.856782122104 172 108 17 77.8466666666667 2 12.1649396249037 236.75 152.185994751939 2961.79310119731 57.9124579124579 36.3636363636364 5.72390572390572
"mandy minella" 3 644 3909.31878090253 345 148.139988116459 121 57 8 43.0433333333334 2 14.9616665375977 214.666666666667 90.8228633370059 1303.10626030084 65.0537634408602 30.6451612903226 4.3010752688172
"paula badosa" 7 1333 24304.655900388 995 157.295974841986 319 119 29 149.393333333333 2 8.92275425052435 190.428571428571 162.689026063555 3472.09370005543 68.3083511777302 25.4817987152034 6.20985010706638
"aliona bolsova" 3 745 7743.78610080906 415 146.651407227943 133 67 14 54.17 2 13.752999815396 248.333333333333 142.953407805225 2581.26203360302 62.1495327102804 31.3084112149533 6.54205607476635
"katie volynets" 3 570.5 9508.44466141732 362 145.46597587759 128 41 7 50.1033333333333 2 11.3864679662032 190.166666666667 189.776688072996 3169.48155380577 72.7272727272727 23.2954545454545 3.97727272727273
"kristie ahn" 7 2118 18513.0533222891 988 139.854890999383 301 159 21 144.59 2 14.6483159277958 302.571428571429 128.038269052418 2644.72190318416 62.5779625779626 33.0561330561331 4.36590436590437
"lin zhu" 5 1070 13156.2925447064 693 155.758196511421 235 87 12 85.31 2 12.5424920876802 214 154.217472098306 2631.25850894129 70.3592814371258 26.0479041916168 3.59281437125748
"misaki doi" 7 1750.5 17492.061376247 993 143.558875673335 268 173 18 130.1 2 13.4550345887779 250.071428571429 134.450894513813 2498.86591089243 58.3877995642701 37.6906318082789 3.92156862745098
"viktorija golubic" 10 2470.5 31956.7185592539 1557 145.559938834907 496 248 30 209.19 2 11.8098379463645 247.05 152.764083174405 3195.67185592539 64.0826873385013 32.0413436692506 3.87596899224806
"coco gauff" 9 2387 25464.3268154236 1229 157.011802606183 355 184 49 168.23 2 14.1889080425608 265.222222222222 151.366146438945 2829.36964615818 60.3741496598639 31.2925170068027 8.33333333333333
"mariam bolkvadze" 1 173.5 1128.74951515151 102 139.490196078431 37 15 6 13.1966666666667 2 13.1472594089416 173.5 85.5329261291872 1128.74951515151 63.7931034482759 25.8620689655172 10.3448275862069
"fiona ferro" 4 1016.5 12041.9962231441 502 136.109500114179 149 92 11 68.1566666666667 2 14.9141683376534 254.125 176.681120308271 3010.49905578602 59.1269841269841 36.5079365079365 4.36507936507936
"bianca andreescu" 12 3669 33497.7419289336 1876 154.591789172004 592 284 40 272.006666666667 2 13.4886399843141 305.75 123.150444580771 2791.4784940778 64.6288209606987 31.0043668122271 4.36681222707424
"felix auger aliassime" 20 7875 83283.9303606077 4191 181.282741542436 1254 621 115 625.886666666667 1 12.5821501230255 393.75 133.06551296924 4164.19651803038 63.0150753768844 31.2060301507538 5.77889447236181
"kamil majchrzak" 3 823 9625.19165016752 597 169.666865311666 178 110 9 80.72 1 10.1957383548067 274.333333333333 119.241720145782 3208.39721672251 59.9326599326599 37.037037037037 3.03030303030303
"marius copil" 4 1043 8425.13528505953 722 170.184731633268 203 137 16 92.5966666666666 1 11.2639043882069 260.75 90.9874576305073 2106.28382126488 57.0224719101124 38.4831460674157 4.49438202247191
"jozef kovalik" 2 445.5 3493.14554630335 328 161.06798831937 89 69 8 39.8266666666666 1 11.1859725477067 222.75 87.708709733094 1746.57277315167 53.6144578313253 41.566265060241 4.81927710843374
"prajnesh gunneswaran" 1 239.5 1686.02091428571 180 181.268817204301 62 31 1 21.67 1 11.0521458237194 239.5 77.8043799854965 1686.02091428571 65.9574468085106 32.9787234042553 1.06382978723404
"casper ruud" 5 1774 24015.453925792 1062 173.791999669413 339 159 23 163.936666666667 1 10.8212521095545 354.8 146.49226688635 4803.09078515839 65.0671785028791 30.5182341650672 4.41458733205374
"pablo cuevas" 5 1321.5 20986.318494496 1176 163.796802196926 410 170 27 197.786666666667 1 6.68144128353782 264.3 106.105830328111 4197.26369889919 67.5453047775947 28.006589785832 4.44810543657331
"jay clarke" 2 716.5 4229.89352585171 445 169.70036231884 137 81 13 58.51 1 12.245769953854 358.25 72.2935143710769 2114.94676292586 59.3073593073593 35.0649350649351 5.62770562770563
"harriet dart" 6 1542.5 17552.5301624186 1021 144.67798698356 305 183 28 142.126666666667 2 10.8529949810029 257.083333333333 123.499203732013 2925.42169373644 59.1085271317829 35.4651162790698 5.42635658914729
"elena gabriela ruse" 3 732 6874.30620951278 489 156.363921625679 133 90 28 65.24 2 11.2201103617413 244 105.369500452372 2291.43540317093 52.9880478087649 35.8565737051793 11.1553784860558
"tamara zidansek" 6 968.5 14243.9511540128 805 155.591365857966 278 100 23 101.523333333333 2 9.53967889155202 161.416666666667 140.302240739529 2373.99185900214 69.3266832917706 24.9376558603491 5.7356608478803
"amanda anisimova" 8 1908.5 19520.4561325126 1279 155.787481306801 426 168 20 150.02 2 12.7216371150513 238.5625 130.119025013416 2440.05701656408 69.3811074918567 27.3615635179153 3.25732899022801
"bernarda pera" 4 727.5 10998.3672636093 629 153.579622620315 195 111 20 79.5800000000001 2 9.14174415682331 181.875 138.205167926731 2749.59181590232 59.8159509202454 34.0490797546012 6.13496932515337
"caty mcnally" 1 290 1913.57671724138 148 150.950819672131 38 23 7 20.1566666666667 2 14.3872994873491 290 94.9351769757587 1913.57671724138 55.8823529411765 33.8235294117647 10.2941176470588
"alize cornet" 3 728.5 10105.8542484048 429 154.007430893579 139 68 6 59.7433333333333 2 12.1938291580651 242.833333333333 169.15450954201 3368.6180828016 65.2582159624413 31.924882629108 2.8169014084507
"varvara flink" 1 108.5 890.855035714286 114 161.587196150935 26 23 1 14.2066666666667 2 7.63725950258093 108.5 62.706830294295 890.855035714286 52 46 2
"marie bouzkova" 2 334.5 4360.38859106529 223 154.661522603769 70 29 3 32.0633333333333 2 10.4324773885019 167.25 135.992990676743 2180.19429553264 68.6274509803922 28.4313725490196 2.94117647058824
"cori gauff" 5 1732 10891.6716031327 743 162.55556420786 245 104 27 103.656666666667 2 16.7090072997395 346.4 105.074492103412 2178.33432062653 65.1595744680851 27.6595744680851 7.18085106382979
"dayana yastremska" 6 1788 13540.0733222583 935 150.694474528483 288 154 31 121.403333333333 2 14.7277669476401 298 111.529666859161 2256.67888704305 60.8879492600423 32.5581395348837 6.553911205074
"filip krajinovic" 5 1278.5 17721.371635037 1005 166.084089577142 326 176 19 139.753333333333 1 9.14826122215331 255.7 126.804643670064 3544.27432700741 62.5719769673704 33.7811900191939 3.6468330134357
"ulises blanch" 1 297.5 2410.91600743494 301 160.44884749494 90 65 4 38.51 1 7.72526616463256 297.5 62.6049339764981 2410.91600743494 56.6037735849057 40.8805031446541 2.51572327044025
"peter gojowczyk" 6 2045 30846.0999735273 1452 166.981258715291 411 279 49 193.81 1 10.5515711263609 340.833333333333 159.156390142548 5141.01666225455 55.6156968876861 37.7537212449256 6.63058186738836
"thiago seyboth wild" 1 200 2382.84985714286 177 171.104651162791 59 29 4 27.32 1 7.32064421669107 200 87.2199801296801 2382.84985714286 64.1304347826087 31.5217391304348 4.34782608695652
"sumit nagal" 3 1004.5 8021.99785220261 613 158.573029181428 196 76 14 80.27 1 12.5140151987044 334.833333333333 99.9376834708186 2673.99928406754 68.5314685314685 26.5734265734266 4.89510489510489
"jaume munar" 5 1788.5 21407.6720410757 1032 165.451979559762 317 179 30 150.483333333333 1 11.8850371026692 357.7 142.259422135845 4281.53440821515 60.2661596958175 34.0304182509506 5.70342205323194
"egor gerasimov" 5 1300 17146.1056286388 1050 166.142908049262 358 154 24 136.456666666667 1 9.52683391552874 260 125.652385093965 3429.22112572776 66.7910447761194 28.7313432835821 4.47761194029851
"brandon nakashima" 4 1299 21221.6147570891 1026 171.904175093587 301 170 20 142.456666666667 1 9.11856236984347 324.75 148.968912818559 5305.40368927229 61.3034623217923 34.6232179226069 4.07331975560081
"christopher o'connell" 2 874.5 5367.62474413389 379 163.951363636364 134 78 3 51.7866666666666 1 16.8865859938208 437.25 103.648778529877 2683.81237206695 62.3255813953488 36.2790697674419 1.3953488372093
"salvatore caruso" 4 1205 14741.8511843172 841 167.687929099417 262 162 12 118.74 1 10.1482230082533 301.25 124.152359645589 3685.46279607931 60.091743119266 37.1559633027523 2.75229357798165
"j.j. wolf" 1 305.5 2027.00076923077 168 164.871794871795 44 37 8 22.08 1 13.8360507246377 305.5 91.8025710702342 2027.00076923077 49.438202247191 41.5730337078652 8.98876404494382
"alejandro davidovich fokina" 4 1200 21127.4072084123 1056 166.730951945372 342 154 30 144.74 1 8.29072820229376 300 145.967992320107 5281.85180210307 65.0190114068441 29.277566539924 5.70342205323194
"anna blinkova" 7 1520 14458.3140910936 902 149.708553243928 252 150 36 118.06 2 12.8748094189395 217.142857142857 122.465814764472 2065.4734415848 57.5342465753425 34.2465753424658 8.21917808219178
"ann li" 5 903 11083.8788175762 689 153.008990133781 206 107 14 87.4933333333334 2 10.3207863456263 180.6 126.68255277632 2216.77576351523 62.9969418960245 32.7217125382263 4.28134556574923
"robin montgomery" 1 105 1031.28913043478 93 140.634146341463 28 13 4 12.9433333333333 2 8.11228431625034 105 79.6772441747192 1031.28913043478 62.2222222222222 28.8888888888889 8.88888888888889
"tereza martincova" 5 1226.5 21566.0814305837 828 157.46151233759 286 122 12 112.226666666667 2 10.9287750980159 245.3 192.165392336198 4313.21628611674 68.0952380952381 29.0476190476191 2.85714285714286
"irina khromacheva" 1 91.5 725.895657142857 88 160.44884749494 33 10 2 11.0933333333333 2 8.24819711538464 91.5 65.4353056318683 725.895657142857 73.3333333333333 22.2222222222222 4.44444444444444
"ysaline bonaventure" 1 197.5 2012.52577297297 188 160.44884749494 62 23 11 21.2266666666667 2 9.30433417085426 197.5 94.8112016161888 2012.52577297297 64.5833333333333 23.9583333333333 11.4583333333333
"iga swiatek" 10 2423.5 31068.7789253539 1402 148.993778919246 374 259 26 189.216666666667 2 12.8080683519775 242.35 164.196840969015 3106.87789253539 56.752655538695 39.3019726858877 3.9453717754173
"kim clijsters" 1 312 1796.67732631579 196 150.103896103896 61 17 6 21.1866666666667 2 14.7262429200755 312 84.8022652446092 1796.67732631579 72.6190476190476 20.2380952380952 7.14285714285714
"marta kostyuk" 5 1160 15983.8345778642 804 152.851067335464 215 146 21 150.676666666667 2 7.69860407495079 232 106.080356909039 3196.76691557284 56.282722513089 38.2198952879581 5.49738219895288
"elena rybakina" 8 1523 23303.448979464 1079 162.123764286369 297 190 30 138.99 2 10.9576228505648 190.375 167.662774152558 2912.931122433 57.4468085106383 36.7504835589942 5.8027079303675
"katrina scott" 1 294.5 1972.03811538462 189 151.933333333333 51 36 4 23.2933333333333 2 12.6431024613624 294.5 84.6610524635642 1972.03811538462 56.043956043956 39.5604395604396 4.3956043956044
"leylah fernandez" 9 2563 35453.6806125288 1473 151.115803028892 477 230 36 209.266666666667 2 12.2475310608474 284.777777777778 169.418671292747 3939.29784583653 64.1991924629879 30.9555854643338 4.84522207267833
"varvara gracheva" 5 1168.5 17935.0260524323 768 144.162376087902 239 131 14 107.203333333333 2 10.8998476415534 233.7 167.299145416178 3587.00521048646 62.2395833333333 34.1145833333333 3.64583333333333
"jessica pegula" 7 1464 20064.8712750275 970 152.688664437958 305 188 13 123.77 2 11.8283913710915 209.142857142857 162.114173669124 2866.41018214678 60.2766798418972 37.1541501976285 2.56916996047431
"tallon griekspoor" 3 783.5 14233.5902661113 650 179.699474491753 223 105 13 85.7433333333333 1 9.13773665591106 261.166666666667 166.002296770726 4744.53008870376 65.3958944281525 30.791788856305 3.81231671554252
"aslan karatsev" 4 1520.5 26439.0559521864 1083 166.48073199394 312 193 24 168.643333333333 1 9.01606941671773 380.125 156.774984398157 6609.76398804661 58.9792060491493 36.4839319470699 4.53686200378072
"hubert hurkacz" 11 3108.5 41340.8578106562 2190 172.175543253398 665 361 31 296.72 1 10.4762065246697 282.590909090909 139.326158704018 3758.25980096874 62.9139072847682 34.1532639545885 2.93282876064333
"denis kudla" 9 2747.5 36679.739709676 1873 168.556423536119 529 354 49 242.53 1 11.3284954438626 305.277777777778 151.237948747272 4075.52663440844 56.7596566523605 37.9828326180258 5.25751072961373
"oscar otte" 6 2461 38993.0267834572 1632 167.858612577909 500 264 38 223.093333333333 1 11.0312574707148 410.166666666667 174.7834693258 6498.83779724287 62.3441396508728 32.9177057356608 4.73815461346633
"yannick hanfmann" 2 360 8129.00107617981 382 169.141981243098 109 69 5 49.8533333333334 1 7.22118213426049 180 163.058325946372 4064.5005380899 59.5628415300546 37.7049180327869 2.73224043715847
"max purcell" 1 245.5 5213.21711688312 234 177.55652173913 69 49 6 30.6066666666667 1 8.02112829448921 245.5 170.329463631555 5213.21711688312 55.6451612903226 39.5161290322581 4.83870967741935
"sebastian korda" 6 2249 32683.4598125396 1416 169.113418782481 444 225 19 191.38 1 11.7514891838228 374.833333333333 170.777823244538 5447.24330208994 64.5348837209302 32.703488372093 2.76162790697674
"lorenzo musetti" 3 683 14175.429197326 613 169.268071885051 201 98 14 80.8666666666666 1 8.44600164880463 227.666666666667 175.293848276909 4725.14306577534 64.2172523961661 31.3099041533546 4.47284345047923
"roberto carballes baena" 5 1367.5 20619.7412436993 996 165.810332187687 296 172 24 141.763333333333 1 9.64635895506596 273.5 145.45186515342 4123.94824873986 60.1626016260163 34.9593495934959 4.8780487804878
"pedro martinez" 5 1805.5 33807.6413431717 1317 163.891421935683 407 242 26 198.473333333333 1 9.09693997514359 361.1 170.338456937145 6761.52826863433 60.2962962962963 35.8518518518519 3.85185185185185
"cristian garin" 8 2604 46334.8376536012 2118 165.825780644218 648 349 34 305.36 1 8.5276395074666 325.5 151.738399441974 5791.85470670015 62.8516003879728 33.8506304558681 3.29776915615907
"miomir kecmanovic" 5 1349 27458.1349530234 1204 163.570134978552 349 222 13 150.726666666667 1 8.9499756734044 269.8 182.171712280663 5491.62699060468 59.7602739726027 38.013698630137 2.22602739726027
"botic van de zandschulp" 7 3206.5 50797.389760464 1751 173.399522822212 537 303 39 257.57 1 12.4490429786078 458.071428571429 197.217803938595 7256.76996578057 61.0921501706485 34.4709897610922 4.43686006825939
"alex molcan" 3 1065 20272.9989402597 686 161.920330261137 228 111 13 100.08 1 10.6414868105516 355 202.567935054554 6757.66631341991 64.7727272727273 31.5340909090909 3.69318181818182
"alexei popyrin" 6 2422 29574.8819816364 1505 173.15961833183 458 287 37 211.166666666667 1 11.4696132596685 403.666666666667 140.054689731506 4929.14699693939 58.5677749360614 36.7007672634271 4.73145780051151
"marcos giron" 6 1893 30006.0226852279 1284 161.572972641092 418 225 18 179.503333333333 1 10.5457651668493 315.5 167.16136758033 5001.00378087132 63.2375189107413 34.0393343419062 2.7231467473525
"corentin moutet" 5 1703 20120.745992114 1122 160.8996996701 366 161 27 155.84 1 10.9278747433265 340.6 129.111563091081 4024.14919842281 66.0649819494585 29.0613718411552 4.87364620938628
"maxime cressy" 3 706.5 11948.1668354849 728 186.871153846154 213 113 27 97.73 1 7.22910058323954 235.5 122.256899984498 3982.72227849498 60.3399433427762 32.0113314447592 7.64872521246459
"bernabe zapata miralles" 3 1053.5 21002.215684883 813 163.924595906939 254 136 12 103.683333333333 1 10.1607458607941 351.166666666667 202.561154330972 7000.73856162767 63.18407960199 33.8308457711443 2.98507462686567
"carlos alcaraz" 7 2545.5 44196.5734456395 1623 169.785504727644 507 270 22 241.47 1 10.5416821965462 363.642857142857 183.031322506479 6313.79620651993 63.4543178973717 33.7922403003755 2.75344180225282
"ilya ivashka" 7 1845.5 38116.4007770846 1454 168.774463551394 413 258 22 226.496666666667 1 8.14802278179222 263.642857142857 168.286806768685 5445.20011101208 59.5959595959596 37.2294372294372 3.17460317460317
"clara burel" 3 368.5 8862.3876284585 354 152.961375456479 79 85 11 40.4933333333333 2 9.10026341784657 122.833333333333 218.86041229318 2954.12920948617 45.1428571428571 48.5714285714286 6.28571428571429
"hailey baptiste" 2 367 4287.06699159664 230 156.342041606193 58 37 9 30.3433333333334 2 12.0949137646929 183.5 141.285301271997 2143.53349579832 55.7692307692308 35.5769230769231 8.65384615384615
"emma raducanu" 11 2649.5 35562.5872857463 1380 152.421261346376 427 170 35 186.223333333333 2 14.2275404084701 240.863636363636 190.967408053482 3232.96248052239 67.5632911392405 26.8987341772152 5.5379746835443
"martina trevisan" 3 481.5 8946.26486094854 367 147.093066612795 154 57 9 51.0333333333333 2 9.43500979751797 160.5 175.302381337986 2982.08828698285 70 25.9090909090909 4.09090909090909
"cristina bucsa" 1 132.5 3572.98644067797 121 138.16 34 19 1 15.9166666666667 2 8.32460732984291 132.5 224.480823498092 3572.98644067797 62.962962962963 35.1851851851852 1.85185185185185
"jamie loeb" 1 171.5 2622.62033898305 120 155.075757575758 41 26 2 14.9433333333333 2 11.4766897167076 171.5 175.504372450349 2622.62033898305 59.4202898550725 37.6811594202899 2.89855072463768
"dalma galfi" 1 120.5 2900.64615384615 124 151.740740740741 38 20 4 15.24 2 7.90682414698163 120.5 190.331112457096 2900.64615384615 61.2903225806452 32.258064516129 6.45161290322581
"greet minnen" 4 989 14280.9463646869 618 152.770761284139 194 85 12 79.8600000000001 2 12.3841723015277 247.25 178.824772911181 3570.23659117172 66.6666666666667 29.2096219931272 4.12371134020619
"liudmila samsonova" 6 977 18076.7984775092 865 163.195618419054 219 141 34 108.963333333333 2 8.96631894521092 162.833333333333 165.897994531884 3012.79974625153 55.5837563451777 35.7868020304569 8.62944162436548
"rebeka masarova" 2 645.5 11914.7683588866 412 153.526094890511 132 83 8 64.5266666666667 2 10.0036160760409 322.75 184.648750266866 5957.38417944332 59.1928251121076 37.219730941704 3.58744394618834
"mayar sherif" 1 153 3545.11777777778 139 149.144927536232 54 19 2 21.8166666666667 2 7.012987012987 153 162.49584924879 3545.11777777778 72 25.3333333333333 2.66666666666667
"alycia parks" 1 110 2868.62046153846 134 161.836363636364 27 30 5 17.6233333333333 2 6.24172498581427 110 162.774000087297 2868.62046153846 43.5483870967742 48.3870967741936 8.06451612903226
"barbora krejcikova" 9 1954.5 28066.6992130763 1189 151.917366229755 333 208 48 173.67 2 11.2541026083952 217.166666666667 161.609369569162 3118.52213478626 56.5365025466893 35.3140916808149 8.14940577249576
"emma navarro" 1 322.5 4145.47605633803 144 140.134328358209 42 26 5 20.1533333333333 2 16.0023155805492 322.5 205.696794062423 4145.47605633803 57.5342465753425 35.6164383561644 6.84931506849315
"jasmine paolini" 3 623.5 9198.74412562917 356 153.027074320852 138 50 4 88.8666666666667 2 7.01612903225806 207.833333333333 103.511749350666 3066.24804187639 71.875 26.0416666666667 2.08333333333333
"valentini grammatikopoulou" 2 250 5907.26912280702 224 140.211931818182 72 31 2 37.2266666666667 2 6.71561604584527 125 158.683805232996 2953.63456140351 68.5714285714286 29.5238095238095 1.9047619047619
"ivana jorovic" 2 391 5880.30481146986 369 159.446105981646 103 73 6 47.7233333333334 2 8.19305720472165 195.5 123.216556781515 2940.15240573493 56.5934065934066 40.1098901098901 3.2967032967033
"nina stojanovic" 2 523 7660.21921345451 321 155.872936543995 107 57 11 45.61 2 11.4667836000877 261.5 167.950432217814 3830.10960672726 61.1428571428571 32.5714285714286 6.28571428571429
"sara sorribes tormo" 9 2553 34267.178051137 1155 145.231729087271 352 173 30 182.05 2 14.0236198846471 283.666666666667 188.229486685729 3807.46422790411 63.4234234234234 31.1711711711712 5.40540540540541
"kamilla rakhimova" 3 453.5 9424.5887739085 372 147.641297117517 116 58 15 54.99 2 8.24695399163484 151.166666666667 171.387320856674 3141.52959130283 61.3756613756614 30.6878306878307 7.93650793650794
