"Player" "n" "RallyCount" "PDist" "Point" "Speed" "PrimerServei" "SegonServei" "DobleFalta" "Time" "Genere" "rally_min" "rally_partit" "Dist_min" "Dist_partit" "PercentatgePrimerServei" "PercentatgeSegonServei" "PercentatgeDobleFalta"
"bernard tomic" 10 4836.5 24420.8712073551 2436 167.541998313096 819 396 34 299.65 1 16.1404972467879 483.65 81.4979850070251 2442.08712073551 65.5724579663731 31.7053642914331 2.72217774219376
"tomas berdych" 22 7583 41581.8463870501 4360 177.669141794758 1271 780 64 591.613333333333 1 12.8174934078565 344.681818181818 70.2855125876982 1890.0839266841 60.0945626477541 36.8794326241135 3.02600472813239
"andy murray" 42 20254 165117.950731699 9330 168.986814558066 2720 1707 140 1440 1 14.0652777777778 482.238095238095 114.66524356368 3931.37977932616 59.5576965185023 37.3768338077513 3.06546967374644
"alex de minaur" 18 7704 65728.9459198015 3974 164.38963569175 1195 697 74 542.04 1 14.2129732123091 428 121.262168695671 3651.60810665564 60.7833163784334 35.4526958290946 3.76398779247202
"quentin halys" 2 698.5 8919.72088564449 605 176.555964052287 188 101 15 75.4733333333333 1 9.25492447663634 349.25 118.183741087066 4459.86044282225 61.8421052631579 33.2236842105263 4.93421052631579
"jurgen melzer" 1 377.5 1908.36497474747 215 168.733944954128 85 24 1 25.17 1 14.9980135081446 377.5 75.8190295886957 1908.36497474747 77.2727272727273 21.8181818181818 0.909090909090909
"james duckworth" 8 2813.5 35515.204358398 1890 167.489378946735 540 390 36 280.703333333333 1 10.0230373704148 351.6875 126.522203839396 4439.40054479975 55.9006211180124 40.3726708074534 3.72670807453416
"steve darcis" 5 1918.5 15513.1252777469 1075 160.457607130583 305 207 12 144.59 1 13.2685524586763 383.7 107.290443860204 3102.62505554938 58.206106870229 39.5038167938931 2.29007633587786
"gastao elias" 1 216 1222.21051162791 132 167.106060606061 35 31 2 17.04 1 12.6760563380282 216 71.7259689922482 1222.21051162791 51.4705882352941 45.5882352941176 2.94117647058824
"pierre hugues herbert" 6 1606.5 14921.9819056046 1262 174.517459326388 392 213 37 165.326666666667 1 9.71712569055203 267.75 90.2575622339891 2486.99698426744 61.0591900311526 33.1775700934579 5.76323987538941
"jerzy janowicz" 4 1327 12450.480060853 948 178.461894559293 273 171 22 122.16 1 10.8628028814669 331.75 101.91945039991 3112.62001521326 58.5836909871245 36.6952789699571 4.72103004291846
"florian mayer" 4 1337 6717.9012090819 733 169.92922137769 244 136 14 94.3999999999999 1 14.1631355932204 334.25 71.1642077233253 1679.47530227047 61.9289340101523 34.5177664974619 3.55329949238579
"roberto bautista agut" 26 12232.5 115550.55584179 5660 163.680585494906 1827 877 75 796.28 1 15.3620585723615 470.480769230769 145.112970113265 4444.25214776117 65.7430730478589 31.558114429651 2.6988125224901
"yoshihito nishioka" 10 4629.5 41225.7705155516 2403 155.681225402973 778 412 26 326.333333333333 1 14.1864147088866 462.95 126.330246727941 4122.57705155516 63.9802631578947 33.8815789473684 2.13815789473684
"omar jasika" 1 275.5 1558.8736119403 136 167.5 41 23 5 17.2566666666667 1 15.9648445045393 275.5 90.3345728379542 1558.8736119403 59.4202898550725 33.3333333333333 7.2463768115942
"jordan thompson" 15 6216 66418.0346623219 3788 166.173680997434 1170 652 49 567.76 1 10.9482880090179 414.4 116.982588879671 4427.86897748813 62.5334045964725 34.8476750400855 2.61892036344201
"tommy haas" 1 231 1051.96438461538 159 163.9125 45 35 3 19.5266666666667 1 11.8299761010584 231 53.8732187409719 1051.96438461538 54.2168674698795 42.1686746987952 3.6144578313253
"reilly opelka" 10 3166 30648.4302120184 2273 183.465064025803 743 379 34 289.89 1 10.9213839732312 316.6 105.724344447958 3064.84302120184 64.2733564013841 32.7854671280277 2.94117647058824
"blake mott" 1 303.5 1617.2953125 161 165.28 48 27 3 22.71 1 13.3641567591369 303.5 71.2151172391017 1617.2953125 61.5384615384615 34.6153846153846 3.84615384615385
"noah rubin" 1 369 2121.50169856459 215 172.19801980198 55 46 2 24.73 1 14.9211484027497 369 85.7865628210509 2121.50169856459 53.3980582524272 44.6601941747573 1.94174757281553
"karen khachanov" 20 8010 77750.388399308 4762 177.375513903309 1504 788 90 641.256666666667 1 12.4910982082058 400.5 121.246908517091 3887.5194199654 63.1402183039463 33.0814441645676 3.77833753148615
"ernesto escobedo" 5 1723 17572.3870209024 1169 167.981142190101 335 207 21 156.316666666667 1 11.0224970679177 344.6 112.415313066867 3514.47740418047 59.5026642984014 36.7673179396092 3.73001776198934
"gilles muller" 8 2973 20241.3107546389 2084 176.382203355009 622 340 53 275.02 1 10.8101229001527 371.625 73.5994136958728 2530.16384432987 61.2807881773399 33.4975369458128 5.22167487684729
"benoit paire" 15 5243 37528.9381533717 3364 168.698540033145 944 662 120 413.503333333333 1 12.6794624791416 349.533333333333 90.7584900243571 2501.92921022478 54.6929316338355 38.3545770567787 6.95249130938586
"carlos berlocq" 2 675.5 4003.18126644737 377 159.189126283123 120 74 4 53.2833333333334 1 12.6775101657804 337.75 75.130083198887 2001.59063322369 60.6060606060606 37.3737373737374 2.02020202020202
"denis istomin" 7 3453 25286.9500461788 1746 168.716396554885 594 261 22 236.066666666667 1 14.6272239480373 493.285714285714 107.117834140831 3612.4214351684 67.7309007981756 29.7605473204105 2.50855188141391
"mischa zverev" 9 3461 23768.3619516309 2092 168.539537250502 642 358 40 264.903333333333 1 13.0651432598055 384.555555555556 89.724661643735 2640.92910573677 61.7307692307692 34.4230769230769 3.84615384615385
"lukas lacko" 3 900 4896.31506875207 515 168.088935574229 185 111 9 79.43 1 11.3307314616644 300 61.6431457730337 1632.10502291736 60.655737704918 36.3934426229508 2.95081967213115
"coco vandeweghe" 22 5377.5 34537.9651789386 3292 158.855065393303 882 596 113 458.73 2 11.722581910928 244.431818181818 75.2903999715271 1569.90750813357 55.4368321810182 37.460716530484 7.1024512884978
"aliaksandra sasnovich" 15 3180 25361.3485520259 1864 148.33669283425 596 251 60 263.92 2 12.0491057896332 212 96.0948338588433 1690.75657013506 65.7111356119074 27.6736493936053 6.61521499448732
"marina erakovic" 2 520.5 2649.36963285571 255 152.454761904762 75 41 11 34.3333333333333 2 15.1601941747573 260.25 77.1661058113314 1324.68481642785 59.0551181102362 32.2834645669291 8.66141732283465
"ashleigh barty" 31 9171 76938.4889885012 4352 152.178182465435 1229 722 109 559.886666666667 2 16.3801007346725 295.838709677419 137.417969687617 2481.88674156455 59.6601941747573 35.0485436893204 5.29126213592233
"mona barthel" 7 1726 13599.5868140276 1063 152.50635654266 344 193 34 131.38 2 13.1374638453341 246.571428571429 103.513372005082 1942.79811628966 60.2451838879159 33.800350262697 5.95446584938704
"ying ying duan" 5 1259.5 5469.79343846098 712 146.109949196339 245 101 11 89.9300000000001 2 14.0053374847103 251.9 60.822789263438 1093.9586876922 68.6274509803922 28.2913165266106 3.0812324929972
"stefanie voegele" 5 1401 12584.2185962564 653 147.436653324889 198 119 9 87.9 2 15.938566552901 280.2 143.165171743532 2516.84371925129 60.7361963190184 36.5030674846626 2.76073619631902
"elina svitolina" 41 12661 91860.6930320269 5785 145.728836873988 1762 959 118 755.216666666667 2 16.7647253547547 308.80487804878 121.634885836771 2240.50470809822 62.0641070799577 33.7794998238817 4.15639309616062
"daria gavrilova" 10 2995.5 17231.3691175606 1454 144.402911939309 441 230 44 208.81 2 14.3455773190939 299.55 82.5217619728972 1723.13691175606 61.6783216783217 32.1678321678322 6.15384615384615
"elena vesnina" 9 1981.5 15368.2741795771 1199 155.076865256597 359 188 28 158.603333333333 2 12.4934322523696 220.166666666667 96.8975484725654 1707.58601995301 62.4347826086956 32.695652173913 4.8695652173913
"heather watson" 9 2361 18155.1128769813 1371 147.679433731137 422 247 29 189.926666666667 2 12.4311137632069 262.333333333333 95.5901201006421 2017.23476410903 60.458452722063 35.3868194842407 4.15472779369628
"dominika cibulkova" 19 6259 47131.1368792449 3013 143.174112839336 1030 490 66 434.323333333333 2 14.4109227380523 329.421052631579 108.516244148165 2480.5861515392 64.9432534678436 30.8953341740227 4.16141235813367
"sara errani" 4 1063 8347.5958183293 501 127.299700093463 172 36 5 68.3233333333333 2 15.5583743962531 265.75 122.177818485573 2086.89895458233 80.7511737089202 16.9014084507042 2.34741784037559
"ekaterina alexandrova" 10 2093 19178.7532203116 1469 156.85355919275 427 263 59 180.33 2 11.6064991959186 209.3 106.353647314987 1917.87532203116 57.0093457943925 35.1134846461949 7.87716955941255
"luksika kumkhum" 3 588.5 3806.78315297058 470 150.603202791086 145 76 15 56.7 2 10.379188712522 196.166666666667 67.1390326802571 1268.92771765686 61.4406779661017 32.2033898305085 6.35593220338983
"belinda bencic" 21 5258 48153.3020059798 2905 150.519848087482 843 439 92 389.233333333333 2 13.5086066626702 250.380952380952 123.71320203643 2293.01438123713 61.353711790393 31.9505094614265 6.6957787481805
"shuai peng" 3 856 4184.69379658212 384 146.379132800661 120 65 9 53.0833333333333 2 16.1255886970173 285.333333333333 78.8325361993492 1394.89793219404 61.8556701030928 33.5051546391753 4.63917525773196
"alison riske" 17 5273 42527.9320501751 2912 150.566374946814 946 413 82 396.003333333333 2 13.3155444819488 310.176470588235 107.392863823137 2501.64306177501 65.6488549618321 28.6606523247745 5.69049271339348
"natalia vikhlyantseva" 3 754 4001.96156835569 480 154.791239101274 142 79 19 61.2366666666667 2 12.3128844374285 251.333333333333 65.3523744220079 1333.9871894519 59.1666666666667 32.9166666666667 7.91666666666667
"jelena jankovic" 5 1981.5 10014.580731836 884 149.709336603766 278 136 29 127.803333333333 2 15.5042904462586 396.3 78.3593077789002 2002.91614636721 62.7539503386004 30.6997742663657 6.54627539503386
"jaimee fourlis" 2 649 3955.85637999518 302 140.078733031675 100 49 8 43.6266666666666 2 14.8762224938876 324.5 90.6751920842417 1977.92818999759 63.6942675159236 31.2101910828025 5.09554140127389
"jelena ostapenko" 28 6542.5 40902.9250350076 4220 144.466128195069 1206 744 175 551.726666666667 2 11.8582268997934 233.660714285714 74.1362118349804 1460.81875125027 56.7529411764706 35.0117647058824 8.23529411764706
"naomi osaka" 32 8057.5 51862.9345124342 4541 151.985186139878 1337 829 70 597.333333333333 2 13.4891183035714 251.796875 86.8241091167983 1620.71670351357 59.7942754919499 37.0751341681574 3.13059033989267
"sorana cirstea" 14 3239 31693.9796632505 2079 151.183655559272 620 382 45 280.296666666667 2 11.5556136950136 231.357142857143 113.07298099603 2263.85569023218 59.2168099331423 36.4851957975167 4.29799426934097
"maria sakkari" 19 4908.5 44622.4830211313 2664 153.915259628559 775 473 62 372.673333333333 2 13.1710523962004 258.342105263158 119.736184561452 2348.55173795428 59.1603053435115 36.1068702290076 4.73282442748092
"nicole gibbs" 4 1343 11032.4496128834 569 145.623314408923 184 95 14 77.1433333333333 2 17.4091517953593 335.75 143.012352930261 2758.11240322086 62.7986348122867 32.4232081911263 4.77815699658703
"anastasia pavlyuchenkova" 16 3870.5 45179.840615793 2294 151.717041406551 722 365 67 335.2 2 11.5468377088306 241.90625 134.784727374084 2823.74003848706 62.5649913344887 31.629116117851 5.80589254766031
"jennifer brady" 14 3611.5 21996.2844608363 1888 153.427227490579 554 377 37 255.15 2 14.1544189692338 257.964285714286 86.2092277516611 1571.16317577402 57.2314049586777 38.9462809917355 3.82231404958678
"ekaterina makarova" 15 4181 23590.1829687995 2140 147.772479921958 709 303 42 292.79 2 14.2798592848116 278.733333333333 80.5703165026111 1572.67886458663 67.2675521821632 28.7476280834915 3.98481973434535
"horacio zeballos" 6 1781 12807.462256109 1008 169.016080840078 319 196 19 139.253333333333 1 12.7896399846802 296.833333333333 91.9723926855777 2134.57704268483 59.7378277153558 36.7041198501873 3.55805243445693
"thiago monteiro" 6 2222.5 21313.8852528801 1263 172.288716306194 449 189 21 187.366666666667 1 11.8617683686177 370.416666666667 113.754947088846 3552.31420881335 68.1335356600911 28.6798179059181 3.1866464339909
"robin haase" 7 2403.5 15518.1958657708 1407 176.125963829796 450 223 35 180.586666666667 1 13.3093989958653 343.357142857143 85.9321241828711 2216.88512368154 63.5593220338983 31.4971751412429 4.94350282485876
"nikoloz basilashvili" 13 4960.5 43202.6189668791 2856 169.722540002579 830 523 78 391.85 1 12.659180808983 381.576923076923 110.252951299934 3323.27838206762 58.0013976240391 36.5478686233403 5.45073375262055
"diego schwartzman" 22 11695 100070.255721642 5215 156.947970811297 1613 841 104 759.71 1 15.3940319332377 531.590909090909 131.721651316479 4548.64798734737 63.0570758405004 32.8772478498827 4.06567630961689
"kevin anderson" 31 11389.5 86154.9422133029 7540 188.225347714409 2374 1171 112 1067.04333333333 1 10.6738870336412 367.403225806452 80.7417463957755 2779.19168430009 64.9165983046213 32.0207820617993 3.06261963357944
"julia boserup" 2 429 1845.70812472309 232 156.773779983458 83 29 7 30.1333333333334 2 14.2367256637168 214.5 61.2513758204563 922.854062361544 69.7478991596639 24.3697478991597 5.88235294117647
"christina mchale" 9 2725.5 30021.0044339337 1500 148.195869353954 472 270 37 213.766666666667 2 12.7498830500546 302.833333333333 140.438193204119 3335.66715932597 60.5905006418485 34.6598202824133 4.74967907573813
"lara arruabarrena" 3 683.5 4152.60449785699 357 143.169990640075 87 64 9 48.8433333333334 2 13.9937214222343 227.833333333333 85.0188595753153 1384.20149928566 54.375 40 5.625
"jana cepelova" 3 976.5 5003.89412435298 438 135.633745543672 131 62 9 58.2699999999999 2 16.7581946112923 325.5 85.8742770611462 1667.96470811766 64.8514851485149 30.6930693069307 4.45544554455445
"saisai zheng" 6 1542 8724.26820783122 725 142.485482143911 253 101 14 99.5166666666667 2 15.4948919778931 257 87.6664030262725 1454.0447013052 68.75 27.445652173913 3.80434782608696
"ons jabeur" 18 3988 40628.0574067373 2523 146.034966269328 706 483 58 309.486666666666 2 12.8858539947871 221.555555555556 131.275630851315 2257.11430037429 56.6158781074579 38.7329591018444 4.65116279069767
"tatjana maria" 8 2212 15022.9107829593 1033 146.041629741671 317 196 21 134.01 2 16.5062308782927 276.5 112.102908610994 1877.86384786991 59.3632958801498 36.7041198501873 3.93258426966292
"alison van uytvanck" 9 2602.5 18559.0991754624 1463 154.312931245848 441 278 38 189.486666666667 2 13.7344756007459 289.166666666667 97.94409021987 2062.12213060694 58.2562747688243 36.7239101717305 5.01981505944518
"daria kasatkina" 17 4832.5 45892.6592905036 2454 142.831209861273 805 337 92 315.736666666667 2 15.3054760823893 284.264705882353 145.351060347242 2699.56819355903 65.2350081037277 27.3095623987034 7.45542949756888
"carla suarez navarro" 8 1955.5 15425.3752736733 1049 148.140563379726 364 168 10 134.073333333333 2 14.5853015762518 244.4375 115.05177718915 1928.17190920917 67.1586715867159 30.9963099630996 1.8450184501845
"veronica cepede royg" 1 288 1735.36302898551 169 147.615384615385 46 19 6 22.22 2 12.961296129613 288 78.0991462189698 1735.36302898551 64.7887323943662 26.7605633802817 8.45070422535211
"yuichi sugita" 7 2059.5 18952.5358335615 1252 159.822612139461 362 241 23 214.586666666667 1 9.59752081521064 294.214285714286 88.3211251097993 2707.50511908021 57.8274760383387 38.4984025559105 3.6741214057508
"leonardo mayer" 5 1914.5 12272.6248018737 1171 175.739678536507 354 207 34 165.963333333333 1 11.5356805720139 382.9 73.9478085633796 2454.52496037474 59.4957983193277 34.7899159663866 5.71428571428571
"vaclav safranek" 1 396 2450.08728235294 178 150.639534883721 60 31 5 21.8066666666667 1 18.1595842250076 396 112.354965561889 2450.08728235294 62.5 32.2916666666667 5.20833333333333
"henri laaksonen" 5 1517.5 22615.5179550653 1096 166.617180926997 332 190 34 154.053333333333 1 9.85048468063008 303.5 146.803171769941 4523.10359101305 59.7122302158273 34.1726618705036 6.11510791366906
"darian king" 1 694 3831.35053125 264 166.896296296296 82 53 3 33.9666666666667 1 20.4317958783121 694 112.797365983808 3831.35053125 59.4202898550725 38.4057971014493 2.17391304347826
"thanasi kokkinakis" 2 1071.5 5766.05572318056 609 176.63385106383 191 124 11 86.8533333333333 1 12.3368897758674 535.75 66.3884217437123 2883.02786159028 58.5889570552147 38.0368098159509 3.37423312883436
"tennys sandgren" 13 4908 48062.6048232364 2957 167.828265461291 915 563 47 453.28 1 10.8277444405224 377.538461538462 106.032926277878 3697.12344794126 60 36.9180327868852 3.08196721311475
"stefano travaglia" 3 824 10642.7586709036 653 162.01186372773 186 141 17 89.8966666666667 1 9.16607957284289 274.666666666667 118.388802004935 3547.58622363453 54.0697674418605 40.9883720930233 4.94186046511628
"alexandr dolgopolov" 7 2019 10752.8547089384 1247 168.741464193013 380 240 23 162.296666666667 1 12.4401815605167 288.428571428571 66.2543164304366 1536.12210127692 59.0979782270607 37.3250388802488 3.57698289269051
"andrey rublev" 22 8577 74077.6261946919 4871 167.131296117883 1430 886 69 626.666666666667 1 13.6867021276596 389.863636363636 118.208977970253 3367.16482703145 59.958071278826 37.1488469601677 2.89308176100629
"philipp kohlschreiber" 12 4079.5 33038.4711767922 2279 166.962226175243 677 430 40 328.466666666667 1 12.4198295108585 339.958333333333 100.583939040366 2753.20593139935 59.023539668701 37.489102005231 3.487358326068
"adrian menendez maceiras" 1 320 1961.51990857143 184 153.2625 61 34 1 26.05 1 12.2840690978887 320 75.2982690430491 1961.51990857143 63.5416666666667 35.4166666666667 1.04166666666667
"adrian mannarino" 18 8222 59391.8787002696 4068 164.458449154752 1252 707 57 555.39 1 14.8040115954554 456.777777777778 106.937248960676 3299.54881668164 62.1031746031746 35.0694444444444 2.82738095238095
"hyeon chung" 8 3799.5 21384.6399090513 1863 170.505564253698 598 287 41 266.916666666667 1 14.2347798938495 474.9375 80.1172896998486 2673.07998863141 64.5788336933045 30.9935205183585 4.42764578833693
"borna coric" 10 3963.5 25398.7235896544 1995 172.966864384714 648 312 23 294.043333333333 1 13.4793057712582 396.35 86.3774849160139 2539.87235896544 65.9206510681587 31.7395727365209 2.33977619532045
"damir dzumhur" 5 2468 14879.8625562443 1149 158.954259636643 358 176 23 147.133333333333 1 16.7739012233801 493.6 101.131825257664 2975.97251124886 64.2728904847397 31.5978456014363 4.12926391382406
"thomas fabbiano" 7 2786.5 17181.6836755441 1616 166.780292794422 526 244 30 211.25 1 13.1905325443787 398.071428571429 81.3334138487293 2454.52623936344 65.75 30.5 3.75
"denis shapovalov" 23 9491 78585.1931614442 5378 175.384378845042 1577 858 164 753.57 1 12.5947158193665 412.652173913043 104.283866344791 3416.74752875844 60.6771835321277 33.0126971912274 6.31011927664486
"nicolas mahut" 4 1256 12285.2360687726 719 169.748134365336 221 134 14 93.6066666666667 1 13.417847731643 314 131.243174297834 3071.30901719314 59.8915989159892 36.3143631436314 3.7940379403794
"marketa vondrousova" 11 3197.5 32293.8125574292 1736 149.717055885372 508 259 65 230.97 2 13.8437892366974 290.681818181818 139.81821257059 2935.80114158447 61.0576923076923 31.1298076923077 7.8125
"allie kiick" 2 343.5 2657.8169266187 233 148.27138137232 73 29 11 28.4466666666667 2 12.0752284977736 171.75 93.4315769844866 1328.90846330935 64.6017699115044 25.6637168141593 9.73451327433628
"viktoria kuzmova" 2 452 2348.3759015731 305 154.785998271391 91 64 7 38.3466666666667 2 11.7872044506259 226 61.2406789353207 1174.18795078655 56.1728395061728 39.5061728395062 4.32098765432099
"kristyna pliskova" 8 1495 16719.7120083025 1018 154.329963833885 325 185 21 123.616666666667 2 12.0938384791695 186.875 135.254512673338 2089.96400103781 61.2052730696798 34.8399246704331 3.95480225988701
"claire liu" 7 1748.5 19387.3560028835 1064 150.816141704807 343 175 21 137.77 2 12.6914422588372 249.785714285714 140.722624685226 2769.62228612622 63.6363636363636 32.4675324675325 3.8961038961039
"sloane stephens" 26 8630 63487.4005845339 3687 145.641756844523 1258 538 44 507.41 2 17.0079422951854 331.923076923077 125.12051513477 2441.82309940515 68.3695652173913 29.2391304347826 2.39130434782609
"amandine hesse" 1 264 1540.89355238095 109 144.170212765957 34 15 0 15.45 2 17.0873786407767 264 99.7342105100939 1540.89355238095 69.3877551020408 30.6122448979592 0
"lauren davis" 8 2020.5 20627.8724716381 1106 151.6623509834 340 189 27 148.24 2 13.6299244468429 252.5625 139.15186502724 2578.48405895476 61.1510791366906 33.9928057553957 4.85611510791367
"maria sharapova" 11 3262.5 18081.5752966508 1775 151.57662434899 502 269 75 264.29 2 12.3443944152257 296.590909090909 68.4156619495662 1643.7795724228 59.338061465721 31.7966903073286 8.86524822695035
"risa ozaki" 2 698 3791.89064069479 233 134.981818181818 84 33 1 34.4966666666667 2 20.2338390182626 349 109.92049398091 1895.94532034739 71.1864406779661 27.9661016949153 0.847457627118644
"sofia kenin" 17 4546.5 30426.620846844 2425 148.750511827293 785 305 65 317.783333333333 2 14.3069177112288 267.441176470588 95.7464336712982 1789.80122628494 67.965367965368 26.4069264069264 5.62770562770563
"kaia kanepi" 12 3003.5 25404.1529389422 1728 149.712282523714 530 270 35 235.123333333333 2 12.7741469016261 250.291666666667 108.046073432137 2117.01274491185 63.4730538922156 32.3353293413174 4.19161676646707
"magdalena rybarikova" 9 2166 12292.9914377271 1048 151.473771809503 303 199 19 141.076666666667 2 15.3533539682915 240.666666666667 87.136957004894 1365.88793752523 58.1573896353167 38.1957773512476 3.6468330134357
"aleksandra krunic" 4 1095.5 6910.15731994134 566 140.968484012737 161 104 11 74.7566666666666 2 14.654211441566 273.875 92.435332232684 1727.53932998534 58.3333333333333 37.6811594202899 3.98550724637681
"daniil medvedev" 30 14621 124813.826548997 6448 174.205170296312 1838 1126 126 887.743333333334 1 16.4698505198575 487.366666666667 140.596748927802 4160.46088496655 59.4822006472492 36.4401294498382 4.07766990291262
"marton fucsovics" 11 4815 55210.2710853369 2680 170.140243018408 783 466 61 383.456666666666 1 12.5568295417996 437.727272727273 143.980469984449 5019.11555321244 59.7709923664122 35.5725190839695 4.65648854961832
"evgeny donskoy" 4 1619.5 20659.9166080927 945 165.087333316265 273 200 9 125.876666666667 1 12.8657680798665 404.875 164.128246760792 5164.97915202316 56.6390041493776 41.49377593361 1.86721991701245
"james ward" 3 982.5 7161.10993893842 694 171.968347859283 240 115 12 86.3666666666667 1 11.375916634504 327.5 82.915205776979 2387.03664631281 65.3950953678474 31.3351498637602 3.26975476839237
"martin klizan" 4 1439.5 8659.57753407784 834 166.886369357766 264 140 17 117.643333333333 1 12.2361374776868 359.875 73.6087399830944 2164.89438351946 62.70783847981 33.2541567695962 4.03800475059382
"aljaz bedene" 9 3216 25143.4635973219 1956 167.796727491003 626 346 29 280.57 1 11.4623801546851 357.333333333333 89.6156524123103 2793.71817748021 62.5374625374625 34.5654345654346 2.8971028971029
"frances tiafoe" 21 7954 75676.7433177327 4816 170.629847818688 1512 822 88 642.68 1 12.3762992469036 378.761904761905 117.751825663989 3603.65444370156 62.4277456647399 33.9388934764657 3.63336085879439
"dusan lajovic" 10 3443 36743.9837890732 2180 165.90157078738 738 338 23 288.79 1 11.9221579694588 344.3 127.234266384131 3674.39837890732 67.1519563239308 30.7552320291174 2.09281164695177
"adam pavlasek" 1 316.5 1779.76121527778 145 174.925 49 31 3 18.8233333333333 1 16.8142376483089 316.5 94.5507994657933 1779.76121527778 59.0361445783133 37.3493975903614 3.6144578313253
"sebastian ofner" 1 258 1384.8914601227 164 178.453488372093 54 33 5 18.5833333333333 1 13.8834080717489 258 74.5233072711768 1384.8914601227 58.695652173913 35.8695652173913 5.43478260869565
"katie boulter" 5 1090.5 14182.7264822649 805 159.36835766757 232 135 13 109.666666666667 2 9.94376899696049 218.1 129.325773394513 2836.54529645299 61.0526315789474 35.5263157894737 3.42105263157895
"monica puig" 4 841 4446.5245031098 564 153.505220709416 185 99 10 74.7633333333333 2 11.248829640198 210.25 59.4746689969656 1111.63112577745 62.9251700680272 33.6734693877551 3.40136054421769
"johanna larsson" 5 1763.5 13733.6913402843 778 150.046759998683 246 137 29 111.876666666667 2 15.7628936626643 352.7 122.757423415228 2746.73826805686 59.7087378640777 33.252427184466 7.03883495145631
"victoria azarenka" 25 7054 53984.362112208 3484 149.186621815147 1097 483 84 482.813333333333 2 14.6102013200409 282.16 111.812078054061 2159.37448448832 65.9254807692308 29.0264423076923 5.04807692307692
"maryna zanevska" 1 232.5 1108.40805 141 153.492307692308 42 23 3 17.95 2 12.9526462395543 232.5 61.7497520891365 1108.40805 61.7647058823529 33.8235294117647 4.41176470588235
"beatriz haddad maia" 4 1117.5 6026.00535493012 587 153.29492139472 198 87 24 78.28 2 14.2756770567195 279.375 76.9801399454538 1506.50133873253 64.0776699029126 28.1553398058252 7.76699029126214
"kristina kucova" 3 525 6853.59275036303 285 141.588412698413 91 52 6 39.0733333333333 2 13.4362736734346 175 175.403329219323 2284.53091678768 61.0738255033557 34.8993288590604 4.02684563758389
"qiang wang" 11 3202.5 19768.7676255514 1567 149.547181398323 468 244 27 200.24 2 15.9933080303636 291.136363636364 98.7253676865333 1797.16069323195 63.3288227334235 33.0175913396482 3.65358592692828
"camila giorgi" 11 2517.5 20663.5234887423 1699 162.865629864106 480 289 70 228.113333333333 2 11.0361808457784 228.863636363636 90.5844616217477 1878.50213534021 57.2109654350417 34.445768772348 8.34326579261025
"madison brengle" 11 2764 29296.6905660726 1375 137.870138810804 500 149 27 165.373333333333 2 16.7136982987987 251.272727272727 177.15486515 2663.3355060066 73.9644970414201 22.0414201183432 3.99408284023669
"petra martic" 17 5136 47271.6611600053 2803 155.035505496952 858 453 40 375.716666666667 2 13.6698753493324 302.117647058824 125.817312229975 2780.68595058855 63.5085122131754 33.5307179866765 2.96076980014804
"anett kontaveit" 14 3522.5 31206.9714449054 2162 151.637321352179 686 374 50 277.573333333333 2 12.6903400903065 251.607142857143 112.427844094913 2229.06938892181 61.8018018018018 33.6936936936937 4.5045045045045
"carina witthoeft" 5 1765.5 14895.3136111782 744 150.853977638 252 95 26 94.3666666666667 2 18.7089367714588 353.1 157.845075356886 2979.06272223564 67.5603217158177 25.4691689008043 6.97050938337802
"cameron norrie" 13 4837.5 50779.7524139249 3014 164.76331972841 984 480 63 398.683333333333 1 12.1336900631245 372.115384615385 127.368636128736 3906.13480107115 64.4400785854617 31.434184675835 4.12573673870334
"marco cecchinato" 5 1458.5 17131.1391127558 1048 165.098387771025 329 148 24 136.87 1 10.6560970263754 291.7 125.16357940203 3426.22782255116 65.6686626746507 29.5409181636727 4.79041916167665
"facundo bagnis" 6 1913.5 28732.4562104497 1228 170.387081985616 379 213 25 177.153333333333 1 10.8013773378994 318.916666666667 162.189757707728 4788.74270174162 61.4262560777958 34.5218800648298 4.05186385737439
"maximilian marterer" 2 552.5 8632.09978627622 442 176.627083333334 146 94 8 57.59 1 9.59367945823928 276.25 149.888865884289 4316.04989313811 58.8709677419355 37.9032258064516 3.2258064516129
"peter polansky" 1 232.5 1469.30173913043 141 174.154929577465 41 31 4 19.1333333333333 1 12.1515679442509 232.5 76.792773822148 1469.30173913043 53.9473684210526 40.7894736842105 5.26315789473684
"fabio fognini" 16 6604 53903.5188344409 3818 165.739290037937 1165 622 86 505.683333333333 1 13.059556375861 412.75 106.595403251918 3368.96992715255 62.1996796583022 33.2087560064068 4.59156433529098
"ricardas berankis" 7 1912 19320.6195372061 1359 163.490138148756 392 253 34 192.603333333333 1 9.92713867880445 273.142857142857 100.313007063945 2760.08850531516 57.7319587628866 37.260677466863 5.00736377025037
"guido pella" 14 6655 51137.4239379937 3341 169.203468969254 1132 519 49 457.583333333333 1 14.5437989437261 475.357142857143 111.755433847373 3652.67313842812 66.5882352941177 30.5294117647059 2.88235294117647
"ugo humbert" 9 3035.5 30112.7504199562 2096 167.791791015129 618 361 50 282.27 1 10.7538881213023 337.277777777778 106.68066184843 3345.86115777291 60.0583090379009 35.0826044703596 4.85908649173955
"laslo djere" 5 1389.5 23977.4218425722 1145 165.862423033443 327 215 25 199.5 1 6.96491228070175 277.9 120.187578158256 4795.48436851443 57.6719576719577 37.9188712522046 4.40917107583774
