"RallyCount" "P1Dist" "P2Dist" "Point" "Speed" "Speed1" "Speed2" "PrimerServei1" "SegonServei1" "DobleFalta1" "PrimerServei2" "SegonServei2" "DobleFalta2" "matchnum" "Slam" "Genere" "player1" "player2" "minuts_totals" "rally_min" "P1dist_min" "P2dist_min" "Year" "surface" "PercentatgePrimerServei1" "PercentatgeSegonServei1" "PercentatgeDobleFalta1" "PercentatgePrimerServei2" "PercentatgeSegonServei2" "PercentatgeDobleFalta2"
1690 4317.51589105058 4648.42215175097 259 159.882591093117 161.845454545455 158.306569343066 78 34 4 106 33 3 1401 "frenchopen" 1 "novak djokovic" "roberto bautista agut" 48.4966666666667 34.8477558595092 89.0270649058475 95.8503433586701 2016 "Clay" 67.2413793103448 29.3103448275862 3.44827586206897 74.6478873239437 23.2394366197183 2.11267605633803
900 2473.20084656085 2276.75994708995 190 175.032608695652 170.357142857143 178.96 51 33 3 64 37 1 1402 "frenchopen" 1 "david ferrer" "tomas berdych" 36.4 24.7252747252747 67.9450782022211 62.5483501947788 2016 "Clay" 58.6206896551724 37.9310344827586 3.44827586206897 62.7450980392157 36.2745098039216 0.980392156862745
787 2718.62745283019 2706.57301886792 195 170.780821917808 177.180555555556 164.554054054054 59 33 4 70 26 2 1405 "frenchopen" 1 "milos raonic" "albert ramos vinolas" 27.9533333333333 28.1540663009778 97.25593081911 96.8246965967538 2016 "Clay" 61.4583333333333 34.375 4.16666666666667 71.4285714285714 26.530612244898 2.04081632653061
996 2819.43948837209 2941.71069767442 276 169.81124497992 168.120967741935 171.488 86 47 3 83 52 4 1406 "frenchopen" 1 "viktor troicki" "stan wawrinka" 35.2333333333333 28.2686849574267 80.0219343908825 83.4922619964357 2016 "Clay" 63.2352941176471 34.5588235294118 2.20588235294118 59.7122302158273 37.410071942446 2.87769784172662
965 2724.7121641791 2663.25891044776 207 163.445595854922 160.920792079208 166.217391304348 76 29 4 60 35 2 1407 "frenchopen" 1 "kei nishikori" "richard gasquet" 39.0066666666667 24.7393607930268 69.8524738723066 68.2770187262287 2016 "Clay" 69.7247706422018 26.605504587156 3.6697247706422 61.8556701030928 36.0824742268041 2.06185567010309
786 2474.77980088496 2263.95762222222 235 182.963470319635 189.949579831933 174.65 85 37 4 67 35 6 1408 "frenchopen" 1 "john isner" "andy murray" 39.3033333333333 19.9983037910271 62.9661555648789 57.6021784977243 2016 "Clay" 67.4603174603175 29.3650793650794 3.17460317460317 62.037037037037 32.4074074074074 5.55555555555556
807 2180.32422222222 2265.42330246914 163 172.057324840764 169.641025641026 174.443037974684 51 28 2 44 35 2 1501 "frenchopen" 1 "novak djokovic" "tomas berdych" 26.3566666666667 30.6184393575313 82.7238227730703 85.9525724978804 2016 "Clay" 62.962962962963 34.5679012345679 2.46913580246914 54.320987654321 43.2098765432099 2.46913580246914
1148 3477.46787725632 3719.53562454874 278 163.285714285714 164.469230769231 161.947826086957 89 49 4 76 51 8 1502 "frenchopen" 1 "dominic thiem" "david goffin" 34.3666666666667 33.4044616876819 101.18723212191 108.230910510632 2016 "Clay" 62.6760563380282 34.5070422535211 2.8169014084507 56.2962962962963 37.7777777777778 5.92592592592593
660 2106.13014364641 2051.65482872928 182 161.714285714286 160.432098765432 163.13698630137 59 33 0 44 42 3 1503 "frenchopen" 1 "albert ramos vinolas" "stan wawrinka" 23.1733333333333 28.4810126582279 90.8859383046494 88.5351623444742 2016 "Clay" 64.1304347826087 35.8695652173913 0 49.438202247191 47.1910112359551 3.37078651685393
1262 3447.4890661157 3655.40352713178 259 168.395918367347 169.763358778626 166.824561403509 93 41 4 65 51 4 1504 "frenchopen" 1 "richard gasquet" "andy murray" 40.7666666666667 30.9566639411284 84.5663712048005 89.6664806328319 2016 "Clay" 67.3913043478261 29.7101449275362 2.89855072463768 54.1666666666667 42.5 3.33333333333333
803 2200.32782692308 2260.9338525641 157 165.423611111111 165.636363636364 165.24358974359 49 22 1 51 30 3 1601 "frenchopen" 1 "novak djokovic" "dominic thiem" 21.6433333333333 37.1014939165255 101.663075323721 104.463292125247 2016 "Clay" 68.0555555555556 30.5555555555556 1.38888888888889 60.7142857142857 35.7142857142857 3.57142857142857
893 2942.11682242991 2768.84171162791 216 172.064171122995 171.04347826087 173.052631578947 64 40 2 72 35 2 1602 "frenchopen" 1 "stan wawrinka" "andy murray" 31.1466666666667 28.6708047945205 94.4600863365766 88.8968871455878 2016 "Clay" 60.377358490566 37.7358490566038 1.88679245283019 66.0550458715596 32.1100917431193 1.8348623853211
1156 3430.57504587156 3333.82348623853 220 169.054187192118 170.31 167.834951456311 72 34 4 59 48 2 1701 "frenchopen" 1 "novak djokovic" "andy murray" 36.7 31.4986376021798 93.4761592880534 90.8398770092243 2016 "Clay" 65.4545454545455 30.9090909090909 3.63636363636364 54.1284403669725 44.0366972477064 1.8348623853211
165 507.022346666667 373.48832 76 152.936507936508 156.285714285714 150.257142857143 21 9 1 24 15 5 2101 "frenchopen" 2 "serena williams" "magdalena rybarikova" 8.52333333333333 19.3586233867814 59.4863918654673 43.8195134923739 2016 "Clay" 67.741935483871 29.0322580645161 3.2258064516129 54.5454545454545 34.0909090909091 11.3636363636364
471 1471.7153 1480.7056 121 143.861386138614 139.48275862069 149.767441860465 31 36 4 36 12 1 2104 "frenchopen" 2 "francesca schiavone" "kristina mladenovic" 17.4 27.0689655172414 84.5813390804598 85.0980229885057 2016 "Clay" 43.6619718309859 50.7042253521127 5.63380281690141 73.469387755102 24.4897959183673 2.04081632653061
549 1420.06053038674 1245.40890607735 182 155.718120805369 157.405063291139 153.814285714286 41 41 8 60 25 6 2108 "frenchopen" 2 "oceane dodin" "ana ivanovic" 21.19 25.90844738084 67.0155984137206 58.7734264312104 2016 "Clay" 45.5555555555556 45.5555555555556 8.88888888888889 65.9340659340659 27.4725274725275 6.59340659340659
798 1919.75695424837 2221.10878431373 154 143.524475524476 138.36231884058 148.337837837838 47 27 0 51 25 3 2117 "frenchopen" 2 "angelique kerber" "kiki bertens" 20.3133333333333 39.2845421726288 94.507234373894 109.342408154598 2016 "Clay" 63.5135135135135 36.4864864864865 0 64.5569620253165 31.6455696202532 3.79746835443038
605 1834.40877876106 1781.75150442478 192 157.122093023256 159.036144578313 155.337078651685 54 33 4 51 41 8 2140 "frenchopen" 2 "danka kovinic" "petra kvitova" 27.8433333333333 21.7287202202801 65.8832316088015 63.9920329615029 2016 "Clay" 59.3406593406593 36.2637362637363 4.3956043956044 51 41 8
951 2652.60770984456 2446.14297435897 212 149.523316062176 145.564705882353 152.638888888889 64 24 4 66 45 8 2148 "frenchopen" 2 "anna karolina schmiedlova" "garbine muguruza" 28.8733333333333 32.936966058647 91.8705048433812 84.7197982345523 2016 "Clay" 69.5652173913043 26.0869565217391 4.34782608695652 55.4621848739496 37.8151260504202 6.72268907563025
232 574.396888888889 605.791377777778 92 144.973333333333 143.45652173913 147.379310344828 29 17 8 21 10 6 2156 "frenchopen" 2 "vitalia diatchenko" "lucie safarova" 14.8533333333333 15.6193895870736 38.6712447636146 40.7848773189707 2016 "Clay" 53.7037037037037 31.4814814814815 14.8148148148148 56.7567567567568 27.027027027027 16.2162162162162
517 1568.59768421053 1662.88850526316 108 134.593406593407 134.666666666667 134.538461538462 40 7 2 37 20 1 2164 "frenchopen" 2 "bojana jovanovski" "agnieszka radwanska" 12.56 41.1624203821656 124.888350653704 132.395581629232 2016 "Clay" 81.6326530612245 14.2857142857143 4.08163265306122 63.7931034482759 34.4827586206897 1.72413793103448
389 1009.27997802198 1068.70391208791 99 148.181818181818 156.758620689655 143.966101694915 27 9 1 42 19 0 2201 "frenchopen" 2 "serena williams" "teliana pereira" 13.23 29.4028722600151 76.2872243402855 80.7788293339314 2016 "Clay" 72.972972972973 24.3243243243243 2.7027027027027 68.8524590163934 31.1475409836066 0
458 1231.29229906542 1183.36695327103 116 152.85046728972 150.978723404255 154.316666666667 31 21 1 41 19 2 2202 "frenchopen" 2 "timea babos" "kristina mladenovic" 15.5933333333333 29.3715262932877 78.9627382897876 75.8892872982703 2016 "Clay" 58.4905660377358 39.622641509434 1.88679245283019 66.1290322580645 30.6451612903226 3.2258064516129
292 762.6115 766.59375 85 151.868421052632 153.189189189189 150.615384615385 26 13 1 24 18 2 2213 "frenchopen" 2 "venus williams" "louisa chirico" 10.8933333333333 26.8053855569155 70.0071756425948 70.3727432680539 2016 "Clay" 65 32.5 2.5 54.5454545454545 40.9090909090909 4.54545454545455
528 1374.968375 1355.28671666667 121 147.891891891892 155.203703703704 140.964912280702 40 15 2 49 13 1 2216 "frenchopen" 2 "eugenie bouchard" "timea bacsinszky" 16.8766666666667 31.2857989334387 81.4715608334979 80.3053555204424 2016 "Clay" 70.1754385964912 26.3157894736842 3.50877192982456 77.7777777777778 20.6349206349206 1.58730158730159
349 978.936494845361 1030.19418556701 108 145.858823529412 140.452380952381 151.139534883721 27 23 2 32 17 6 2220 "frenchopen" 2 "su wei hsieh" "petra kvitova" 14.1066666666667 24.7400756143667 69.3953091809093 73.0288883908561 2016 "Clay" 51.9230769230769 44.2307692307692 3.84615384615385 58.1818181818182 30.9090909090909 10.9090909090909
346 955.986652173913 975.690782608696 81 150.826086956522 147.823529411765 153.742857142857 27 11 2 25 13 2 2224 "frenchopen" 2 "myrtille georges" "garbine muguruza" 10.67 32.427366447985 89.5957499694389 91.4424351085938 2016 "Clay" 67.5 27.5 5 62.5 32.5 5
724 1850.08502325581 1866.54624806202 134 143.362204724409 140.092592592593 145.780821917808 35 20 2 56 17 3 2225 "frenchopen" 2 "simona halep" "zarina diyas" 16.7166666666667 43.3100697906281 110.673082148902 111.657801479283 2016 "Clay" 61.4035087719298 35.0877192982456 3.50877192982456 73.6842105263158 22.3684210526316 3.94736842105263
570 1611.86937209302 1620.26488372093 141 145.040983606557 154.215384615385 134.578947368421 44 23 4 41 25 3 2232 "frenchopen" 2 "caroline garcia" "agnieszka radwanska" 18.6533333333333 30.5575411007863 86.411867696195 86.8619487341457 2016 "Clay" 61.9718309859155 32.3943661971831 5.63380281690141 59.4202898550725 36.231884057971 4.34782608695652
610 1617.41396610169 1583.66496666667 186 158.595238095238 161.121951219512 156.186046511628 54 32 3 55 35 6 2301 "frenchopen" 2 "serena williams" "kristina mladenovic" 27.0466666666667 22.5536110426423 59.8008614531068 58.5530552132117 2016 "Clay" 60.6741573033708 35.9550561797753 3.37078651685393 57.2916666666667 36.4583333333333 6.25
589 1693.18472072072 1430.50032432432 112 147.055555555556 153.698113207547 140.654545454545 33 21 0 45 12 0 2308 "frenchopen" 2 "pauline parmentier" "timea bacsinszky" 16.65 35.3753753753754 101.692776019262 85.9159353948543 2016 "Clay" 61.1111111111111 38.8888888888889 0 78.9473684210526 21.0526315789474 0
293 735.682549450549 796.671472527473 92 157.325301204819 158.125 156.581395348837 29 11 4 28 15 4 2312 "frenchopen" 2 "yanina wickmayer" "garbine muguruza" 12.2933333333333 23.8340563991323 59.8440251722247 64.8051631665515 2016 "Clay" 65.9090909090909 25 9.09090909090909 59.5744680851064 31.9148936170213 8.51063829787234
685 1821.67305882353 1604.97280588235 171 145.88 145.2 146.769230769231 70 26 2 36 33 3 2313 "frenchopen" 2 "simona halep" "naomi osaka" 20.7866666666667 32.9538165490699 87.6366128362827 77.2116487756103 2016 "Clay" 71.4285714285714 26.530612244898 2.04081632653061 50 45.8333333333333 4.16666666666667
695 1762.77662871287 1823.63140594059 203 157.963541666667 162.775700934579 151.905882352941 64 44 3 62 25 4 2314 "frenchopen" 2 "samantha stosur" "lucie safarova" 28.3933333333333 24.477576895985 62.0841733521791 64.2274503148836 2016 "Clay" 57.6576576576577 39.6396396396396 2.7027027027027 68.1318681318681 27.4725274725275 4.3956043956044
1135 2994.22511979167 2797.2093125 193 138.598930481283 142.5 134.303370786517 67 32 3 58 31 1 2316 "frenchopen" 2 "barbora strycova" "agnieszka radwanska" 29.8233333333333 38.0574494243881 100.398741023527 93.7926448809657 2016 "Clay" 65.6862745098039 31.3725490196078 2.94117647058824 64.4444444444444 34.4444444444444 1.11111111111111
396 996.989583333333 1124.49895833333 100 153.130434782609 155.653846153846 149.85 32 24 1 23 17 2 2401 "frenchopen" 2 "serena williams" "elina svitolina" 12.51 31.6546762589928 79.695410338396 89.8880062616573 2016 "Clay" 56.140350877193 42.1052631578947 1.75438596491228 54.7619047619048 40.4761904761905 4.76190476190476
423 1202.12023214286 1171.41046428571 113 147.280898876405 152.09756097561 143.166666666667 34 14 1 42 19 2 2404 "frenchopen" 2 "venus williams" "timea bacsinszky" 15.23 27.774130006566 78.9310723665697 76.9146726385893 2016 "Clay" 69.3877551020408 28.5714285714286 2.04081632653061 66.6666666666667 30.1587301587302 3.17460317460317
386 1238.37139534884 1291.58553488372 114 151.772151898734 151.642857142857 151.918918918919 41 20 2 31 18 1 2405 "frenchopen" 2 "irina camelia begu" "shelby rogers" 15.6933333333333 24.5964316057774 78.9106666534943 82.3015421548675 2016 "Clay" 65.0793650793651 31.7460317460317 3.17460317460317 62 36 2
559 1560.12216911765 1472.08051470588 145 151.052631578947 148.930555555556 153.55737704918 50 27 1 40 24 2 2406 "frenchopen" 2 "svetlana kuznetsova" "garbine muguruza" 19.7633333333333 28.2847023106763 78.9402345649003 74.4854367366781 2016 "Clay" 64.1025641025641 34.6153846153846 1.28205128205128 60.6060606060606 36.3636363636364 3.03030303030303
998 2654.00830434783 2749.05552173913 196 137.748663101604 139.117647058824 136.105882352941 58 44 3 62 25 3 2408 "frenchopen" 2 "tsvetana pironkova" "agnieszka radwanska" 31.8933333333333 31.2918060200669 83.2151433219427 86.1953027301149 2016 "Clay" 55.2380952380952 41.9047619047619 2.85714285714286 68.8888888888889 27.7777777777778 3.33333333333333
802 2408.88067039106 2585.31573033708 180 144.972972972973 148.346153846154 141.214285714286 57 34 4 55 27 2 2501 "frenchopen" 2 "serena williams" "yulia putintseva" 28.2666666666667 28.372641509434 85.2198350374196 91.4616414034344 2016 "Clay" 60 35.7894736842105 4.21052631578947 65.4761904761905 32.1428571428571 2.38095238095238
938 2429.74038607595 2322.38418987342 159 137.363636363636 142 132.10447761194 54 27 5 46 25 1 2502 "frenchopen" 2 "kiki bertens" "timea bacsinszky" 22.45 41.7817371937639 108.228970426546 103.446957232669 2016 "Clay" 62.7906976744186 31.3953488372093 5.81395348837209 63.8888888888889 34.7222222222222 1.38888888888889
394 1030.50069827586 1062.37210344828 117 154.959595959596 151.314814814815 159.333333333333 34 24 2 37 17 2 2503 "frenchopen" 2 "shelby rogers" "garbine muguruza" 15.7966666666667 24.9419708799325 65.2353259090016 67.2529291062424 2016 "Clay" 56.6666666666667 40 3.33333333333333 66.0714285714286 30.3571428571429 3.57142857142857
814 2314.09695483871 2210.84508387097 156 148.783783783784 153.421686746988 142.861538461538 62 21 3 42 25 2 2504 "frenchopen" 2 "samantha stosur" "tsvetana pironkova" 21.3133333333333 38.1920550516109 108.57508389922 103.730610754034 2016 "Clay" 72.0930232558139 24.4186046511628 3.48837209302326 60.8695652173913 36.231884057971 2.89855072463768
573 1594.65837575758 1609.22915151515 166 153.335664335664 156.040540540541 150.434782608696 54 30 1 52 25 3 2601 "frenchopen" 2 "serena williams" "kiki bertens" 19.5533333333333 29.3044664166383 81.5542981123888 82.2994792796702 2016 "Clay" 63.5294117647059 35.2941176470588 1.17647058823529 65 31.25 3.75
346 938.09437037037 929.005990740741 109 156.870588235294 154.945945945946 158.354166666667 26 16 8 31 24 3 2602 "frenchopen" 2 "garbine muguruza" "samantha stosur" 15.3533333333333 22.5358228397742 61.1003714961162 60.5084231919718 2016 "Clay" 52 32 16 53.448275862069 41.3793103448276 5.17241379310345
422 1235.44860135135 1164.08666216216 149 158.869918699187 158.666666666667 159.045454545455 37 28 4 43 27 9 2701 "frenchopen" 2 "serena williams" "garbine muguruza" 20.6333333333333 20.4523424878837 59.876345784395 56.4177703794263 2016 "Clay" 53.6231884057971 40.5797101449275 5.79710144927536 54.4303797468354 34.1772151898734 11.3924050632911
790 7249.36883842795 7730.85292576419 232 171.164319248826 168.101851851852 174.314285714286 74 34 6 60 45 12 1101 "usopen" 1 "novak djokovic" "jerzy janowicz" 31.5433333333333 25.0449117615978 229.82253529836 245.086746035006 2016 "Hard" 64.9122807017544 29.8245614035088 5.26315789473684 51.2820512820513 38.4615384615385 10.2564102564103
914 8236.27965635739 8138.60734020619 298 179.658362989324 188.753731343284 171.367346938776 95 42 7 98 51 4 1105 "usopen" 1 "john isner" "frances tiafoe" 41.55 21.9975932611312 198.225743835316 195.875026238416 2016 "Hard" 65.9722222222222 29.1666666666667 4.86111111111111 64.0522875816993 33.3333333333333 2.61437908496732
588 5176.72994318182 4653.18303370786 135 158.396825396825 157.061538461538 159.819672131148 35 30 2 37 27 3 1108 "usopen" 1 "kyle edmund" "richard gasquet" 20.3233333333333 28.9322617680827 254.718547310898 228.957669364008 2016 "Hard" 52.2388059701493 44.7761194029851 2.98507462686567 55.2238805970149 40.2985074626866 4.47761194029851
553 5008.7302208589 4682.41733333333 166 173.856209150327 171.691176470588 175.588235294118 37 32 4 55 31 6 1109 "usopen" 1 "jo wilfried tsonga" "guido andreozzi" 21.24 26.0357815442561 235.815923769251 220.452793471438 2016 "Hard" 50.6849315068493 43.8356164383562 5.47945205479452 59.7826086956522 33.695652173913 6.52173913043478
1035 9301.36865 7910.124875 328 173.16 176.354166666667 170.211538461538 79 66 13 100 58 11 1113 "usopen" 1 "jack sock" "taylor fritz" 40.1933333333333 25.7505390612042 231.415706999502 196.801912630619 2016 "Hard" 50 41.7721518987342 8.22784810126582 59.1715976331361 34.3195266272189 6.50887573964497
592 5715.30069461078 5471.52173652695 169 172.601307189542 171.883116883117 173.328947368421 37 40 10 41 35 5 1116 "usopen" 1 "rogerio dutra silva" "marin cilic" 23.7833333333333 24.8913805185704 240.306966837174 230.0569756073 2016 "Hard" 42.5287356321839 45.9770114942529 11.4942528735632 50.6172839506173 43.2098765432099 6.17283950617284
719 7160.29935031847 6913.06256050955 158 169.047619047619 169.648648648649 168.438356164384 44 30 3 51 22 7 1117 "usopen" 1 "rafael nadal" "denis istomin" 25.3966666666667 28.3108019425121 281.938549034721 272.203539592186 2016 "Hard" 57.1428571428571 38.961038961039 3.8961038961039 63.75 27.5 8.75
1057 8494.49408852459 9362.81853442623 309 165.135888501742 166.496688741722 163.625 90 62 11 84 54 7 1123 "usopen" 1 "brian baker" "federico delbonis" 44.9766666666667 23.5010746312903 188.864465023151 208.170574396196 2016 "Hard" 55.2147239263804 38.0368098159509 6.74846625766871 57.9310344827586 37.2413793103448 4.82758620689655
591 5594.53174157303 5666.41560674157 182 167.434523809524 165.16091954023 169.876543209877 54 33 1 49 37 7 1125 "usopen" 1 "gael monfils" "gilles muller" 24.6533333333333 23.9724175229854 226.928004660886 229.843791511962 2016 "Hard" 61.3636363636364 37.5 1.13636363636364 52.6881720430108 39.7849462365591 7.52688172043011
